id,overall,name,position,age,team,nation,edition
2,8486,Juan,IV,31,AS Rom,Brasilien,fifa_2011
3,8486,Florent Malouda,LMLFZOMMS,30,Chelsea,Frankreich,fifa_2011
4,8490,Rafael van der Vaart,ZOMMSZM,27,Tottenham,Niederlande,fifa_2011
5,8490,Samuel Eto'o,STRSLSRF,29,Inter,Kamerun,fifa_2011
6,8486,Antonio Cassano,MSLSRSST,28,Sampdoria,Italien,fifa_2011
7,8486,Michael Ballack,ZMZDMZOMRM,33,Bay. Leverkusen,Deutschland,fifa_2011
8,8487,Ricardo Carvalho,IVLIB,32,Real Madrid,Portugal,fifa_2011
9,8485,Shay Given,TW,34,Manchester City,Republik Irland,fifa_2011
10,8489,Alessandro Nesta,IVLIBRV,34,AC Mailand,Italien,fifa_2011
11,8389,Hulk,RFMSRSST,24,FC Porto,Brasilien,fifa_2011
12,8391,Alexandre Pato,MSSTRSLS,20,AC Mailand,Brasilien,fifa_2011
13,8390,Luka Modrić,ZOMZMLMRM,24,Tottenham,Kroatien,fifa_2011
14,8388,Mesut Özil,ZOMLMRM,21,Real Madrid,Deutschland,fifa_2011
15,8388,Marek Hamšik,ZOMZMRSLS,23,Neapel,Slowakei,fifa_2011
16,8387,Luis Antonio Valencia,RFRMZOMMS,25,Manchester Utd,Ecuador,fifa_2011
17,8388,Karim Benzema,STLS,22,Real Madrid,Frankreich,fifa_2011
18,8390,Thiago Silva,IVLIB,25,AC Mailand,Brasilien,fifa_2011
19,8388,Steve Mandanda,TW,25,O. Marseille,Frankreich,fifa_2011
20,8389,Miloš Krasić,RMRFRSLM,25,Juventus,Serbien,fifa_2011
21,8388,Raúl Albiol,IVZDM,24,Real Madrid,Spanien,fifa_2011
22,8387,Thomas Vermaelen,IVLV,24,Arsenal,Belgien,fifa_2011
23,8388,Yoann Gourcuff,ZOMZMRMLM,24,Lyon,Frankreich,fifa_2011
24,8387,Ashley Young,LFRFLMZOM,25,Aston Villa,England,fifa_2011
25,8388,Alex,ZOMZMLMMS,28,Spartak Moskau,Brasilien,fifa_2011
26,8385,Mario Gomez,STMS,25,Bayern München,Deutschland,fifa_2011
27,8387,Diego López,TW,28,Villarreal C.F.,Spanien,fifa_2011
28,8389,Nani,LFRFLMRM,23,Manchester Utd,Portugal,fifa_2011
29,8384,Alex,IVLIB,28,Chelsea,Brasilien,fifa_2011
1,8388,Jérémy Toulalan,ZDMIV,26,Lyon,Frankreich,fifa_2011
2,8385,Zvjezdan Misimović,ZOMRMLMMS,28,Galatasaray,Bosnien-Herzegowina,fifa_2011
3,8385,Per Mertesacker,IV,25,Werder Bremen,Deutschland,fifa_2011
4,8386,Daniele De Rossi,ZDMZMIV,27,AS Rom,Italien,fifa_2011
5,8384,Fabrizio Miccoli,MSLSRSST,31,Palermo,Italien,fifa_2011
6,8388,Emmanuel Adebayor,STMSRS,26,Manchester City,Togo,fifa_2011
7,8386,Tim Wiese,TW,28,Werder Bremen,Deutschland,fifa_2011
8,8389,Edwin van der Sar,TW,39,Manchester Utd,Niederlande,fifa_2011
9,8388,Mamadou Niang,STLSRSLF,30,Fenerbahçe SK,Senegal,fifa_2011
10,8387,Ashley Cole,LAVLV,29,Chelsea,England,fifa_2011
11,8393,Ronaldinho,LSZOMLFMS,30,AC Mailand,Brasilien,fifa_2011
12,8387,Yaya Touré,ZDMZMZOMIV,27,Manchester City,Elfenbeinküste,fifa_2011
13,8385,Miroslav Klose,STMSRSLS,32,Bayern München,Deutschland,fifa_2011
14,8387,Pablo Aimar,ZOMMSLMRM,30,SL Benfica,Argentinien,fifa_2011
15,8390,Palop,TW,36,Sevilla F.C.,Spanien,fifa_2011
16,8384,Landon Donovan,RMLMMSST,28,L.A. Galaxy,USA,fifa_2011
17,8387,Sebastien Frey,TW,30,Fiorentina,Frankreich,fifa_2011
18,8385,Frédéric Kanouté,STMS,32,Sevilla F.C.,Mali,fifa_2011
19,8286,Pedro,LFRFLSRS,23,FC Barcelona,Spanien,fifa_2011
20,8289,Ganso,ZOMZMMS,20,Santos,Brasilien,fifa_2011
21,8289,Ángel Di María,LFLMRFZOM,22,Real Madrid,Argentinien,fifa_2011
22,8285,Óscar Cardozo,ST,27,SL Benfica,Paraguay,fifa_2011
23,8283,Pablo Hernández,RMRFZOMRV,25,Valencia C.F.,Spanien,fifa_2011
24,8284,Branislav Ivanović,IVRVLV,26,Chelsea,Serbien,fifa_2011
25,8288,Mata,LFLMZOMLS,22,Valencia C.F.,Spanien,fifa_2011
26,8286,Welliton,STMSRSRF,23,Spartak Moskau,Brasilien,fifa_2011
27,8288,Luis Suárez,RSSTMSRF,23,Ajax,Uruguay,fifa_2011
28,8286,Naldo,IVLVRV,27,Werder Bremen,Brasilien,fifa_2011
29,8287,Falcao,STMSRSLS,24,FC Porto,Kolumbien,fifa_2011
1,8286,Diego Alves,TW,25,U.D. Almería,Brasilien,fifa_2011
2,8286,John Obi Mikel,ZDMZMZOM,23,Chelsea,Nigeria,fifa_2011
3,8285,Lassana Diarra,ZDMZMRV,25,Real Madrid,Frankreich,fifa_2011
4,8285,Bacary Sagna,RVRAVIV,27,Arsenal,Frankreich,fifa_2011
5,8286,Giuseppe Rossi,MSSTZOMLF,23,Villarreal C.F.,Italien,fifa_2011
6,8285,Fernando Llorente,ST,25,Athletic Club,Spanien,fifa_2011
7,8286,Alexandre Song,ZDMZMIVRV,22,Arsenal,Kamerun,fifa_2011
8,8285,Aaron Lennon,RFRMLFLM,23,Tottenham,England,fifa_2011
9,8286,Daniel Agger,IVLV,25,Liverpool,Dänemark,fifa_2011
10,8288,Joe Hart,TW,23,Manchester City,England,fifa_2011
11,8283,Ivica Olić,STLSMSZOM,30,Bayern München,Kroatien,fifa_2011
12,8288,Soldado,STMS,25,Valencia C.F.,Spanien,fifa_2011
13,8284,Arbeloa,RVLVIVRAV,27,Real Madrid,Spanien,fifa_2011
14,8289,Arda Turan,LFLMZOMRM,23,Galatasaray,Türkei,fifa_2011
15,8285,Servet Çetin,IV,29,Galatasaray,Türkei,fifa_2011
16,8286,Lucho González,ZMZOMZDMRM,29,O. Marseille,Argentinien,fifa_2011
17,8285,Eric Abidal,LVLAVIV,31,FC Barcelona,Frankreich,fifa_2011
18,8288,Michel Bastos,LMLSLFLAV,27,Lyon,Brasilien,fifa_2011
19,8285,Darren Fletcher,ZMRMZDMRV,26,Manchester Utd,Schottland,fifa_2011
20,8284,Diego Lugano,IV,29,Fenerbahçe SK,Uruguay,fifa_2011
21,8288,Bruno Alves,IV,28,Zenit,Portugal,fifa_2011
22,8285,Giampaolo Pazzini,STMS,26,Sampdoria,Italien,fifa_2011
23,8290,Diego,ZOMMSZMRM,25,VfL Wolfsburg,Brasilien,fifa_2011
24,8285,Elano,ZOMRMZMZDM,29,Galatasaray,Brasilien,fifa_2011
25,8284,Alex,ZOMMSZM,32,Fenerbahçe SK,Brasilien,fifa_2011
26,8288,Marouane Chamakh,STMSRS,26,Arsenal,Marokko,fifa_2011
27,8287,Carlos Idriss Kameni,TW,26,R.C.D. Espanyol,Kamerun,fifa_2011
28,8285,Reyes,LFLMSTRM,27,Atlético Madrid,Spanien,fifa_2011
29,8285,Mirko Vučinić,LSSTRSLF,26,AS Rom,Montenegro,fifa_2011
1,8283,Jermain Defoe,ST,27,Tottenham,England,fifa_2011
2,8286,Brede Hangeland,IVZDM,29,Fulham,Norwegen,fifa_2011
3,8286,Aliaksandr Hleb,RMLMZOMZM,29,Birmingham City,Weißrussland,fifa_2011
4,8284,Mikel Arteta,ZMZOMRMZDM,28,Everton,Spanien,fifa_2011
5,8284,Souleymane Diawara,IVRVLIB,31,O. Marseille,Senegal,fifa_2011
6,8287,Dimitar Berbatov,STMS,29,Manchester Utd,Bulgarien,fifa_2011
7,8286,Zé Roberto,ZMZDMLMLF,36,Hamburger SV,Brasilien,fifa_2011
8,8284,Claudio Pizarro,STMSRS,31,Werder Bremen,Peru,fifa_2011
9,8288,Danny,ZOMLMMSRS,27,Zenit,Portugal,fifa_2011
10,8284,Mark van Bommel,ZDMZMRM,33,Bayern München,Niederlande,fifa_2011
11,8286,Tim Howard,TW,31,Everton,USA,fifa_2011
12,8284,Brad Friedel,TW,39,Aston Villa,USA,fifa_2011
13,8287,Tomáš Rosický,ZOMZMLMRM,29,Arsenal,Tschechische Repub.,fifa_2011
14,8289,Andrea Pirlo,ZMZOMZDM,31,AC Mailand,Italien,fifa_2011
15,8285,Gareth Barry,ZDMZMLVLM,29,Manchester City,England,fifa_2011
16,8284,Jamie Carragher,IVRVLVZDM,32,Liverpool,England,fifa_2011
17,8286,Simão,LFRFLMRM,30,Atlético Madrid,Portugal,fifa_2011
18,8286,Maarten Stekelenburg,TW,27,Ajax,Niederlande,fifa_2011
19,8290,Francesco Totti,MSSTZOM,33,AS Rom,Italien,fifa_2011
20,8286,Javier Zanetti,RAVLAVZDMZM,37,Inter,Argentinien,fifa_2011
21,8288,Paul Scholes,ZMZOM,35,Manchester Utd,England,fifa_2011
22,8288,Ryan Giggs,LMZMZOMLF,36,Manchester Utd,Wales,fifa_2011
23,8184,Sergio Busquets,ZDMZMZOMRM,22,FC Barcelona,Spanien,fifa_2011
24,8187,Mario Balotelli,STLSRSMS,20,Manchester City,Italien,fifa_2011
25,8191,Eden Hazard,RFLFMSRM,19,LOSC Lille,Belgien,fifa_2011
26,8184,Lucas Barrios,ST,25,Bor. Dortmund,Paraguay,fifa_2011
27,8182,Diego Godín,IVLIB,24,Atlético Madrid,Uruguay,fifa_2011
28,8188,David Luiz,IVLV,23,SL Benfica,Brasilien,fifa_2011
29,8187,Marko Marin,LMLFZOMRM,22,Werder Bremen,Deutschland,fifa_2011
1,8187,Eduardo,STMSLF,27,Kroatien,Kroatien,fifa_2011
2,8187,Bryan Ruíz,RFLFZOMZM,25,FC Twente,Costa Rica,fifa_2011
3,8187,Marouane Fellaini,ZDMZMMSZOM,22,Everton,Belgien,fifa_2011
4,8185,Gareth Bale,LMLAVLV,21,Tottenham,Wales,fifa_2011
5,8189,Andrés Guardado,LFLMZOMRF,23,R.C. Deportivo,Mexiko,fifa_2011
6,8185,Adam Johnson,LFLMRMRF,23,Manchester City,England,fifa_2011
7,8186,Theo Walcott,RFRMSTLF,21,Arsenal,England,fifa_2011
8,8189,Filipe,LAVLVLM,25,Atlético Madrid,Brasilien,fifa_2011
9,8187,Ezequiel Lavezzi,MSLSRSST,25,Neapel,Argentinien,fifa_2011
10,8185,Jefferson Farfán,RFZOMSTRM,25,FC Schalke 04,Peru,fifa_2011
11,8186,Yuriy Zhirkov,LMLAVLVZOM,27,Chelsea,Russland,fifa_2011
12,8187,André-Pierre Gignac,STMSLSRS,24,O. Marseille,Frankreich,fifa_2011
13,8187,Gaël Clichy,LAVLVLM,25,Arsenal,Frankreich,fifa_2011
14,8187,Lukas Podolski,LSMSSTLM,25,1. FC Köln,Deutschland,fifa_2011
15,8183,Luisão,IV,29,SL Benfica,Brasilien,fifa_2011
16,8185,Ireneusz Jeleń,STMSRFZOM,29,AJ Auxerre,Polen,fifa_2011
17,8184,Sergey Ryzhikov,TW,29,Rubin Kasan,Russland,fifa_2011
18,8186,Santi Cazorla,RMLMZOMRF,25,Villarreal C.F.,Spanien,fifa_2011
19,8187,Volkan Demirel,TW,28,Fenerbahçe SK,Türkei,fifa_2011
20,8186,Oleksandr Aliyev,ZOMZMLMMS,25,Lokomotive,Ukraine,fifa_2011
21,8183,Dario Srna,RMRAVRVZM,28,Kroatien,Kroatien,fifa_2011
22,8185,Helton,TW,32,FC Porto,Brasilien,fifa_2011
23,8185,Joleon Lescott,IVLV,28,Manchester City,England,fifa_2011
24,8187,James Milner,ZMRMRFLF,24,Manchester City,England,fifa_2011
25,8185,Goran Pandev,MSLSRSZOM,27,Inter,Mazedonien,fifa_2011
26,8182,Stefan Kießling,STMSZOMRF,26,Bay. Leverkusen,Deutschland,fifa_2011
27,8186,Robinho,LSRSSTMS,26,AC Mailand,Brasilien,fifa_2011
28,8184,Marc Planus,IVLVLIB,28,FCGB,Frankreich,fifa_2011
29,8186,Jimmy Briand,STRSMSRF,25,Lyon,Frankreich,fifa_2011
1,8185,Cédric Carrasso,TW,28,FCGB,Frankreich,fifa_2011
2,8186,Diego Benaglio,TW,26,VfL Wolfsburg,Schweiz,fifa_2011
3,8183,Iraizoz,TW,29,Athletic Club,Spanien,fifa_2011
4,8182,Angelo Palombo,ZDMZMIV,28,Sampdoria,Italien,fifa_2011
5,8187,Milan Baroš,STMS,28,Galatasaray,Tschechische Repub.,fifa_2011
6,8183,Heiko Westermann,IVLVRVZDM,27,Hamburger SV,Deutschland,fifa_2011
7,8184,Sébastien Squillaci,IVLIB,30,Arsenal,Frankreich,fifa_2011
8,8183,Kevin Kuranyi,STMS,28,Dynamo Moskau,Deutschland,fifa_2011
9,8183,Mladen Petrić,STMSZOM,29,Hamburger SV,Kroatien,fifa_2011
10,8182,Didier Zokora,ZDMZMRVIV,29,Sevilla F.C.,Elfenbeinküste,fifa_2011
11,8182,Julien Escudé,IVRVLV,31,Sevilla F.C.,Frankreich,fifa_2011
12,8184,David Pizarro,ZMZOMZDM,30,AS Rom,Chile,fifa_2011
13,8186,Michael Carrick,ZMZDMZOM,29,Manchester Utd,England,fifa_2011
14,8183,Daniel Van Buyten,IVRVLV,32,Bayern München,Belgien,fifa_2011
15,8185,Dirk Kuyt,STMSRFRM,30,Liverpool,Niederlande,fifa_2011
16,8185,Owen Hargreaves,ZDMZMRMRAV,29,Manchester Utd,England,fifa_2011
17,8185,Seydou Keita,ZDMZMLMZOM,30,FC Barcelona,Mali,fifa_2011
18,8185,Marchena,IVZDMLIB,31,Villarreal C.F.,Spanien,fifa_2011
19,8183,Josip Šimunić,IVZDMLV,32,1899 Hoffenheim,Kroatien,fifa_2011
20,8188,Ruud Van Nistelrooy,STMS,34,Hamburger SV,Niederlande,fifa_2011
21,8184,Craig Bellamy,LFMSSTLM,31,Cardiff City,Wales,fifa_2011
22,8185,Guti,ZOMZMZDMMS,33,Beşiktaş JK,Spanien,fifa_2011
23,8189,Alberto Gilardino,STMS,28,Fiorentina,Italien,fifa_2011
24,8186,Torsten Frings,ZDMZMRMZOM,33,Werder Bremen,Deutschland,fifa_2011
25,8184,Bosingwa,RAVRVRMZDM,28,Chelsea,Portugal,fifa_2011
26,8184,Javier Saviola,MSSTRSLS,28,SL Benfica,Argentinien,fifa_2011
27,8189,Thierry Henry,LSLFMSST,33,NY Red Bulls,Frankreich,fifa_2011
28,8088,Javier Pastore,ZOMMSLSRS,21,Palermo,Argentinien,fifa_2011
29,8086,Thomas Müller,STRSZOMRF,20,Bayern München,Deutschland,fifa_2011
1,8084,Balázs Dzsudzsák,LFLMZOMRF,23,PSV,Ungarn,fifa_2011
2,8088,Toni Kroos,ZOMLMRMZM,20,Bayern München,Deutschland,fifa_2011
3,8086,Sami Khedira,ZDMZMZOMRM,23,Real Madrid,Deutschland,fifa_2011
4,8085,Edinson Cavani,STRSMSRF,23,Neapel,Uruguay,fifa_2011
5,8081,Javi Martinez,ZDMZM,21,Athletic Club,Spanien,fifa_2011
6,8086,Pedro León,RMRFRSZOM,23,Real Madrid,Spanien,fifa_2011
7,8084,Gonzalo Castro,LFLMLS,25,R.C.D. Mallorca,Uruguay,fifa_2011
8,8087,Claudio Marchisio,ZMLMRMZDM,24,Juventus,Italien,fifa_2011
9,8087,Eljero Elia,LMLFMSZOM,23,Hamburger SV,Niederlande,fifa_2011
10,8085,Geromel,IVZDM,24,1. FC Köln,Brasilien,fifa_2011
11,8087,Gervinho,MSSTRS,23,LOSC Lille,Elfenbeinküste,fifa_2011
12,8085,Cristian Rodríguez,LFLSLMZM,24,FC Porto,Uruguay,fifa_2011
13,8086,Stephen Ireland,ZOMZMRMLM,24,Aston Villa,Republik Irland,fifa_2011
14,8085,Ezequiel Garay,IVZDM,23,Real Madrid,Argentinien,fifa_2011
15,8085,Renato Augusto,ZOMRMZMMS,22,Bay. Leverkusen,Brasilien,fifa_2011
16,8083,Stéphane Ruffier,TW,23,AS Monaco FC,Frankreich,fifa_2011
17,8085,Martin Škrtel,IVRV,25,Liverpool,Slowakei,fifa_2011
18,8086,Stéphane M'Bia,ZDMIVZM,24,O. Marseille,Kamerun,fifa_2011
19,8082,Josué,ZDMZMRM,31,VfL Wolfsburg,Brasilien,fifa_2011
20,8084,Barreto,MSRSLSST,25,Bari,Brasilien,fifa_2011
21,8083,Eduardo,TW,27,Genoa,Portugal,fifa_2011
22,8087,Stéphane Sessègnon,ZOMRMLMZDM,26,Paris SG,Benin,fifa_2011
23,8087,João Moutinho,ZMZOMRMLM,23,FC Porto,Portugal,fifa_2011
24,8081,Amorebieta,IV,25,Athletic Club,Spanien,fifa_2011
25,8083,Borja Valero,ZOMZMRMMS,25,Villarreal C.F.,Spanien,fifa_2011
26,8088,Riccardo Montolivo,ZMZOMZDM,25,Fiorentina,Italien,fifa_2011
27,8084,Fabio Quagliarella,MSSTRSLS,27,Juventus,Italien,fifa_2011
28,8083,Jurado,ZOMZMMSLS,24,FC Schalke 04,Spanien,fifa_2011
29,8085,Salomon Kalou,LFRSRFLS,25,Chelsea,Elfenbeinküste,fifa_2011
1,8084,Clint Dempsey,RMMSSTLM,27,Fulham,USA,fifa_2011
2,8086,Aiden McGeady,LFRFZOMRM,24,Spartak Moskau,Republik Irland,fifa_2011
3,8085,Grafite,STRS,31,VfL Wolfsburg,Brasilien,fifa_2011
4,8083,Jaroslav Drobný,TW,30,Hamburger SV,Tschechische Repub.,fifa_2011
5,8086,Klaas Jan Huntelaar,STMS,27,FC Schalke 04,Niederlande,fifa_2011
6,8082,Liedson,STMS,32,Sporting CP,Portugal,fifa_2011
7,8084,Raúl Meireles,ZMZDMLM,27,Liverpool,Portugal,fifa_2011
8,8084,Alexandr Anyukov,RAVRVLVRM,27,Zenit,Russland,fifa_2011
9,8085,Vladimir Bystrov,RMRFZOMST,26,Zenit,Russland,fifa_2011
10,8084,Nenê,ZOMLFLSLM,29,Paris SG,Brasilien,fifa_2011
11,8086,Negredo,STMSLS,25,Sevilla F.C.,Spanien,fifa_2011
12,8083,Milan Jovanović,LSSTLFZOM,29,Liverpool,Serbien,fifa_2011
13,8085,Vincent Kompany,IVZDMZMLIB,24,Manchester City,Belgien,fifa_2011
14,8087,Federico Marchetti,TW,27,Cagliari,Italien,fifa_2011
15,8089,Gabriel Milito,IVLV,29,FC Barcelona,Argentinien,fifa_2011
16,8085,Vágner Love,STMSRS,26,ZSKA Moskau,Brasilien,fifa_2011
17,8085,Glen Johnson,RAVRVRMLV,26,Liverpool,England,fifa_2011
18,8085,Obafemi Martins,STLSMS,25,Rubin Kasan,Nigeria,fifa_2011
19,8085,Michaël Ciani,IV,26,FCGB,Frankreich,fifa_2011
20,8083,Marcos Senna,ZMZDM,34,Villarreal C.F.,Spanien,fifa_2011
21,8082,Anthony Réveillère,RVRAVLV,30,Lyon,Frankreich,fifa_2011
22,8086,Nilmar,STMSRS,26,Villarreal C.F.,Brasilien,fifa_2011
23,8085,Martín Demichelis,IVZDMLV,29,Bayern München,Argentinien,fifa_2011
24,8081,Michael Dawson,IV,26,Tottenham,England,fifa_2011
25,8086,Jean II Makoun,ZDMZM,27,Lyon,Kamerun,fifa_2011
26,8083,Nicolas Douchez,TW,30,SRFC,Frankreich,fifa_2011
27,8085,Nihat,MSSTRFZOM,30,Beşiktaş JK,Türkei,fifa_2011
28,8084,Lopo,IV,30,R.C. Deportivo,Spanien,fifa_2011
29,8082,Tom Huddlestone,ZMZDMIVZOM,23,Tottenham,England,fifa_2011
1,8086,Phil Jagielka,IVZDMRVZM,28,Everton,England,fifa_2011
2,8084,Nigel De Jong,ZDMRAVZM,25,Manchester City,Niederlande,fifa_2011
3,8089,Massimo Ambrosini,ZDMZMIVST,33,AC Mailand,Italien,fifa_2011
4,8085,Alou Diarra,ZDMZMIV,29,FCGB,Frankreich,fifa_2011
5,8085,Tim Cahill,ZOMZMMSST,30,Everton,Australien,fifa_2011
6,8084,Lucas Neill,IVRVRAV,32,Galatasaray,Australien,fifa_2011
7,8083,Mathieu Bodmer,ZDMIVZMZOM,27,Paris SG,Frankreich,fifa_2011
8,8083,Ledley King,IVZDM,29,Tottenham,England,fifa_2011
9,8082,Matthew Upson,IVLV,31,West Ham,England,fifa_2011
10,8083,John Heitinga,IVRVZDMZM,26,Everton,Niederlande,fifa_2011
11,8085,Thiago Motta,ZMZDMZOMLM,28,Inter,Brasilien,fifa_2011
12,8087,Joaquín,RFRMZOM,29,Valencia C.F.,Spanien,fifa_2011
13,8084,Sidney Govou,RFRSSTZOM,31,Panathin.,Frankreich,fifa_2011
14,8084,Kim Källström,ZMZOMLMZDM,28,Lyon,Schweden,fifa_2011
15,8085,John Carew,STMSRS,30,Aston Villa,Norwegen,fifa_2011
16,8087,Rafael Márquez,ZDMIVLIB,31,NY Red Bulls,Mexiko,fifa_2011
17,8083,Capdevila,LVLAVLM,32,Villarreal C.F.,Spanien,fifa_2011
18,8083,Roque Santa Cruz,STMSZOMRS,29,Manchester City,Paraguay,fifa_2011
19,8088,Quaresma,RFLFRMLM,26,Beşiktaş JK,Portugal,fifa_2011
20,8085,Sami Hyypiä,IVLIB,36,Bay. Leverkusen,Finnland,fifa_2011
21,8084,John Arne Riise,LAVLVLMIV,29,AS Rom,Norwegen,fifa_2011
22,8084,Djibril Cissé,ST,29,Panathin.,Frankreich,fifa_2011
23,8086,Juan Sebastián Verón,ZMRMLMZOM,35,Argentinien,Argentinien,fifa_2011
24,8085,Dejan Stanković,ZMZOMRMZDM,31,Inter,Serbien,fifa_2011
25,8086,Cristian Chivu,LVIVZDMZM,29,Inter,Rumänien,fifa_2011
26,8086,William Gallas,IVLVRV,33,Tottenham,Frankreich,fifa_2011
27,8083,Sebastian Kehl,ZDMZMLIBIV,30,Bor. Dortmund,Deutschland,fifa_2011
28,8081,Richard Dunne,IVRV,30,Aston Villa,Republik Irland,fifa_2011
29,8086,Louis Saha,STMS,32,Everton,Frankreich,fifa_2011
1,8084,Shaun Wright-Phillips,RFRMZOMLF,28,Manchester City,England,fifa_2011
2,8084,Stiliyan Petrov,ZMZDMZOM,31,Aston Villa,Bulgarien,fifa_2011
3,8082,Roman Weidenfeller,TW,30,Bor. Dortmund,Deutschland,fifa_2011
4,8085,Clarence Seedorf,ZOMLMZM,34,AC Mailand,Niederlande,fifa_2011
5,8090,Alessandro Del Piero,MSSTZOM,35,Juventus,Italien,fifa_2011
6,8084,Frank Rost,TW,37,Hamburger SV,Deutschland,fifa_2011
7,8082,Mark Schwarzer,TW,37,Fulham,Australien,fifa_2011
8,8084,Emre,ZMZOMLMZDM,29,Fenerbahçe SK,Türkei,fifa_2011
9,8087,Joe Cole,ZOMRMLMZM,28,Liverpool,England,fifa_2011
