age,id,name,nation,overall,position,potential,team
31,171877,Marek Hamšík,Slowakei,87,ZM,87,SSC Neapel
30,168651,Ivan Rakitić,Kroatien,87,ZM,87,FC Barcelona
31,152729,Piqué,Spanien,87,IV,87,FC Barcelona
34,41,Iniesta,Spanien,87,ZM LM,87,Vissel Kobe
22,222492,Leroy Sané,Deutschland,86,LF RF,93,Manchester City
25,210257,Ederson,Brasilien,86,TW,90,Manchester City
26,208722,Sadio Mané,Senegal,86,LF RF,87,FC Liverpool
27,203376,Virgil van Dijk,Niederlande,86,IV,88,FC Liverpool
31,158023,Lionel Messi,Argentinien,94,MS RF ST,94,FC Barcelona
33,20801,Cristiano Ronaldo,Portugal,94,ST LF,94,Juventus Turin
26,190871,Neymar Jr,Brasilien,92,LF ZOM,93,PSG
27,193080,De Gea,Spanien,91,TW,93,Manchester Utd
27,192985,Kevin De Bruyne,Belgien,91,ZOM ZM,92,Manchester City
27,183277,Eden Hazard,Belgien,91,LF MS,91,FC Chelsea
33,177003,Luka Modrić,Kroatien,91,ZM ZDM,91,Real Madrid
31,176580,Luis Suárez,Uruguay,91,ST,91,FC Barcelona
32,155862,Sergio Ramos,Spanien,91,IV,91,Real Madrid
25,200389,Jan Oblak,Slowenien,90,TW,93,Atlético Madrid
26,192119,Thibaut Courtois,Belgien,90,TW,91,Real Madrid
30,188545,Robert Lewandowski,Polen,90,ST,90,FC Bayern
28,182521,Toni Kroos,Deutschland,90,ZM ZDM,90,Real Madrid
32,182493,Diego Godín,Uruguay,90,IV,90,Atlético Madrid
32,167495,Manuel Neuer,Deutschland,90,TW,90,FC Bayern
27,215914,N'Golo Kanté,Frankreich,89,ZDM ZM,90,FC Chelsea
24,211110,Paulo Dybala,Argentinien,89,ZOM ST MS,94,Juventus Turin
25,202126,Harry Kane,England,89,ST,92,Tottenham
27,194765,Antoine Griezmann,Frankreich,89,ST,90,Atlético Madrid
26,192448,Marc-André ter Stegen,Deutschland,89,TW,92,FC Barcelona
30,189511,Sergio Busquets,Spanien,89,ZDM ZM,89,FC Barcelona
31,179813,Edinson Cavani,Uruguay,89,ST,89,PSG
29,178603,Mats Hummels,Deutschland,89,IV,89,FC Bayern
32,168542,David Silva,Spanien,89,ZOM ZM,89,Manchester City
30,153079,Sergio Agüero,Argentinien,89,ST,89,Manchester City
34,138956,Giorgio Chiellini,Italien,89,IV,89,Juventus Turin
26,209331,Mohamed Salah,Ägypten,88,RF,89,FC Liverpool
26,200145,Casemiro,Brasilien,88,ZDM,91,Real Madrid
27,198710,James Rodríguez,Kolumbien,88,L ZOM ZM RM,89,FC Bayern
27,198219,Lorenzo Insigne,Italien,88,LF,88,SSC Neapel
27,201942,Roberto Firmino,Brasilien,86,MS ST,87,FC Liverpool
25,201535,Raphaël Varane,Frankreich,86,IV,92,Real Madrid
26,199556,Marco Verratti,Italien,86,ZM ZDM,89,PSG
30,192366,Nicolás Otamendi,Argentinien,86,IV,86,Manchester City
27,191043,Alex Sandro,Brasilien,86,LV LM,86,Juventus Turin
28,190483,Douglas Costa,Brasilien,86,LM RF LF,86,Juventus Turin
29,189596,Thomas Müller,Deutschland,86,MS RF ZOM ST,86,FC Bayern
27,189509,Thiago,Spanien,86,ZM ZOM ZDM,86,FC Bayern
29,188350,Marco Reus,Deutschland,86,LM ZOM ST LF,86,Dortmund
29,184941,Alexis Sánchez,Chile,86,LF LM ST ZOM,86,Manchester Utd
29,184432,Azpilicueta,Spanien,86,RV IV,86,FC Chelsea
31,184344,Leonardo Bonucci,Italien,86,IV,86,Juventus Turin
30,183907,Jérôme Boateng,Deutschland,86,IV,86,FC Bayern
29,181458,Ivan Perišić,Kroatien,86,LM,86,Inter Mailand
28,180206,Miralem Pjanić,Bosnien-Herzegowina,86,ZM ZDM,86,Juventus Turin
31,177509,Medhi Benatia,Marokko,86,IV,86,Juventus Turin
30,176635,Mesut Özil,Deutschland,86,ZOM RM RF,86,FC Arsenal
33,135507,Fernandinho,Brasilien,86,ZDM,86,Manchester City
23,232363,Milan Škriniar,Slowakei,85,IV,92,Inter Mailand
23,223848,Sergej Milinković-Savić,Serbien,85,ZM ZOM,90,Lazio Rom
22,220834,Marco Asensio,Spanien,85,LF ZOM RF,92,Real Madrid
25,216594,Nabil Fekir,Frankreich,85,ZOM ST,89,OL
26,212831,Alisson,Brasilien,85,TW,90,FC Liverpool
23,212622,Joshua Kimmich,Deutschland,85,RV ZM IV ZDM,88,FC Bayern
25,209499,Fabinho,Brasilien,85,ZDM,89,FC Liverpool
23,208421,Saúl,Spanien,85,ZM LM RM,90,Atlético Madrid
27,204485,Riyad Mahrez,Algerien,85,RF RM,85,Manchester City
23,202652,Raheem Sterling,England,85,RF LF,88,Manchester City
26,197445,David Alaba,Österreich,85,LV IV ZM,87,FC Bayern
26,193747,Koke,Spanien,85,LM ZM RM,86,Atlético Madrid
27,192774,Kostas Manolas,Griechenland,85,IV,87,AS Rom
30,191202,Nemanja Matić,Serbien,85,ZDM ZM,85,Manchester Utd
29,189513,Parejo,Spanien,85,ZM ZOM ZDM,85,FC Valencia
30,187961,Paulinho,Brasilien,85,L ZM ZOM ZDM RM,85,Guangzhou
28,184267,Yacine Brahimi,Algerien,85,LM,85,FC Porto
29,184087,Toby Alderweireld,Belgien,85,IV,86,Tottenham
31,181872,Arturo Vidal,Chile,85,ZDM ZM,85,FC Barcelona
32,180930,Edin Džeko,Bosnien-Herzegowina,85,ST,85,AS Rom
31,179846,Sami Khedira,Deutschland,85,ZM ZDM,85,Juventus Turin
30,179844,Diego Costa,Spanien,85,ST,85,Atlético Madrid
30,178518,Radja Nainggolan,Belgien,85,ZM ZOM,85,Inter Mailand
36,171919,Naldo,Brasilien,85,IV,85,Schalke
31,170890,Blaise Matuidi,Frankreich,85,ZDM ZM,85,Juventus Turin
34,168609,Miranda,Brasilien,85,IV,85,Inter Mailand
32,167397,Falcao,Kolumbien,85,ST,85,AS Monaco
33,164169,Filipe Luís,Brasilien,85,LV,85,Atlético Madrid
35,156616,Franck Ribéry,Frankreich,85,LM LF,85,FC Bayern
32,139720,Vincent Kompany,Belgien,85,IV,85,Manchester City
35,120533,Pepe,Portugal,85,IV,85,Besiktas
37,41236,Zlatan Ibrahimović,Schweden,85,ST,85,LA Galaxy
22,220793,Davinson Sánchez,Kolumbien,84,IV,89,Tottenham
24,218667,Bernardo Silva,Portugal,84,RF ZOM,90,Manchester City
23,216460,José María Giménez,Uruguay,84,IV RV,88,Atlético Madrid
25,212462,Alex Telles,Brasilien,84,LV,87,FC Porto
23,212190,Niklas Süle,Deutschland,84,IV,90,FC Bayern
22,211117,Dele Alli,England,84,ZOM,90,Tottenham
24,207865,Marquinhos,Brasilien,84,IV ZDM,89,PSG
26,207566,William Carvalho,Portugal,84,ZDM ZM,86,Betis Sevilla
26,205498,Jorginho,Italien,84,ZM,87,FC Chelsea
25,204970,Florian Thauvin,Frankreich,84,RM RF,87,OM
26,204963,Carvajal,Spanien,84,RV,87,Real Madrid
26,200104,Heung Min Son,"Korea, Republik",84,LM ST,85,Tottenham
26,199564,Sergi Roberto,Spanien,84,RV RM,87,FC Barcelona
28,199482,Anthony Lopes,Portugal,84,TW,86,OL
27,198329,Rodrigo,Spanien,84,ST RF LF,85,FC Valencia
26,198176,Stefan de Vrij,Niederlande,84,IV,86,Inter Mailand
25,198009,Mattia Perin,Italien,84,TW,89,Juventus Turin
29,194404,Neto,Brasilien,84,TW,85,FC Valencia
27,193301,Alexandre Lacazette,Frankreich,84,ST,85,FC Arsenal
30,193082,Juan Cuadrado,Kolumbien,84,RM RF,84,Juventus Turin
31,192629,Iago Aspas,Spanien,84,RF ST,84,Celta Vigo
26,192563,Bernd Leno,Deutschland,84,TW,87,FC Arsenal
28,190941,Lukáš Hrádecký,Finnland,84,TW,84,Leverkusen
28,190584,Illarramendi,Spanien,84,ZM ZDM,84,Real Sociedad
28,188377,Kyle Walker,England,84,RV RAV,84,Manchester City
28,186942,İlkay Gündoğan,Deutschland,84,ZM ZDM,84,Manchester City
28,186153,Wojciech Szczęsny,Polen,84,TW,86,Juventus Turin
31,185020,José Callejón,Spanien,84,RF,84,SSC Neapel
30,183898,Ángel Di María,Argentinien,84,RF LF,84,PSG
32,181783,Mario Mandžukić,Kroatien,84,ST LF,84,Juventus Turin
30,180403,Willian,Brasilien,84,RF RM,84,FC Chelsea
29,178750,Sergio Asenjo,Spanien,84,TW,85,FC Villarreal
30,178562,Éver Banega,Argentinien,84,ZM ZOM ZDM,84,FC Sevilla
30,177610,Javi Martínez,Spanien,84,ZDM IV,84,FC Bayern
31,177388,Dimitri Payet,Frankreich,84,ZOM LM,84,OM
34,176769,Jonas,Brasilien,84,ST,84,SL Benfica
30,172879,Sokratis,Griechenland,84,IV,84,FC Arsenal
32,167628,Stéphane Ruffier,Frankreich,84,TW,84,AS St. Etienne
30,165153,Karim Benzema,Frankreich,84,ST,84,Real Madrid
32,163587,Kasper Schmeichel,Dänemark,84,TW,84,Leicester City
31,162240,Moussa Dembélé,Belgien,84,ZM ZDM,84,Tottenham
33,157481,Raúl Albiol,Spanien,84,IV,84,SSC Neapel
30,143076,Alejandro Gómez,Argentinien,84,MS LF ST,84,Atalanta Bergamo
37,137186,Andrea Barzagli,Italien,84,IV,84,Juventus Turin
35,20775,Quaresma,Portugal,84,RM LM,84,Besiktas
34,9014,Arjen Robben,Niederlande,84,RM RF,84,FC Bayern
21,231443,Ousmane Dembélé,Frankreich,83,RF LF,92,FC Barcelona
21,230666,Gabriel Jesus,Brasilien,83,ST,92,Manchester City
26,230481,Ronaldo Cabrais,Brasilien,83,RF ZOM,83,Grêmio
26,230375,Josué Chiamulera,Brasilien,83,IV,83,Grêmio
26,230294,Louri Beretta,Brasilien,83,ST MS,83,Atlético Mineiro
23,225850,Presnel Kimpembe,Frankreich,83,IV,89,PSG
21,224411,Gonçalo Guedes,Portugal,83,LM ST RM LF,87,FC Valencia
23,220971,Naby Keïta,Guinea,83,ZM ZDM ZOM,88,FC Liverpool
24,219683,Corentin Tolisso,Frankreich,83,ZM ZDM,88,FC Bayern
22,213565,Thomas Lemar,Frankreich,83,LM ZOM RM,89,Atlético Madrid
22,213345,Kingsley Coman,Frankreich,83,LM RM LF RF,87,FC Bayern
22,213331,Jonathan Tah,Deutschland,83,IV,88,Leverkusen
24,212523,Anderson Talisca,Brasilien,83,L ZOM MS ZM,90,Guangzhou
24,212218,Aymeric Laporte,Frankreich,83,IV,88,Manchester City
24,212198,Bruno Fernandes,Portugal,83,ZOM ZM,87,Sporting CP
22,212188,Timo Werner,Deutschland,83,ST,87,RB Leipzig
22,211300,Anthony Martial,Frankreich,83,LF ST LM,89,Manchester Utd
23,210617,Samu Castillejo,Spanien,83,RM LM ZM,87,AC Mailand
23,210008,Adrien Rabiot,Frankreich,83,ZM ZDM,87,PSG
23,209658,Leon Goretzka,Deutschland,83,ZM ZOM ZDM,88,FC Bayern
26,208808,Quincy Promes,Niederlande,83,LM ST RM,84,FC Sevilla
25,208670,Hakim Ziyech,Marokko,83,ZOM RF,86,Ajax Amsterdam
27,208618,Lucas Vázquez,Spanien,83,RF RM,83,Real Madrid
25,208418,Yannick Carrasco,Belgien,83,LM,86,Dalian Yifang
26,208093,Gerard Moreno,Spanien,83,ST,85,FC Villarreal
29,207863,Felipe,Brasilien,83,IV,83,FC Porto
24,207410,Mateo Kovačić,Kroatien,83,L ZM,89,FC Chelsea
24,206585,Kepa,Spanien,83,TW,91,FC Chelsea
27,206545,Manu Trigueros,Spanien,83,ZM ZDM LM,84,FC Villarreal
24,204935,Jordan Pickford,England,83,TW,88,FC Everton
27,204639,Stefan Savić,Montenegro,83,IV,86,Atlético Madrid
24,202556,Memphis Depay,Niederlande,83,ST LF,88,OL
25,202166,Julian Draxler,Deutschland,83,ZM LF LM ZOM,86,PSG
27,200888,Danilo Pereira,Portugal,83,ZDM IV ZM,86,FC Porto
28,200724,Nacho Fernández,Spanien,83,IV LV RV,85,Real Madrid
25,200316,Timo Horn,Deutschland,83,TW,87,Köln
27,199914,Allan,Brasilien,83,ZM,83,SSC Neapel
29,197965,Pizzi,Portugal,83,ZM,83,SL Benfica
26,195093,Willian José,Brasilien,83,ST,86,Real Sociedad
28,193698,Oliver Baumann,Deutschland,83,TW,84,TSG Hoffenheim
29,192883,Henrikh Mkhitaryan,Armenien,83,ZOM RF RM LM,83,FC Arsenal
34,192593,Danijel Subašić,Kroatien,83,TW,83,AS Monaco
30,190547,Kamil Glik,Polen,83,IV,83,AS Monaco
28,189712,Kevin Strootman,Niederlande,83,ZM ZDM,83,OM
29,189358,Shinji Kagawa,Japan,83,ZOM ZM MS,83,Dortmund
29,189068,Bas Dost,Niederlande,83,ST,83,Sporting CP
27,188152,Oscar,Brasilien,83,ZOM ZM,84,Shanghai SIPG
28,186627,Mario Balotelli,Italien,83,ST,83,OGC Nizza
31,185221,Luiz Gustavo,Brasilien,83,ZDM IV,83,OM
28,184942,Giuliano,Brasilien,83,ZOM RF,83,Al Nassr
31,179944,David Luiz,Brasilien,83,IV,83,FC Chelsea
30,179783,Ralf Fährmann,Deutschland,83,TW,84,Schalke
30,178088,Juan Mata,Spanien,83,RM RF ZOM,83,Manchester Utd
31,178086,Adán,Spanien,83,TW,83,Atlético Madrid
30,178005,Rui Patrício,Portugal,83,TW,83,Wolves
29,177413,Axel Witsel,Belgien,83,ZDM ZM,83,Dortmund
31,176266,Lucas Leiva,Brasilien,83,ZDM,83,Lazio Rom
32,168354,Emiliano Viviano,Italien,83,TW,83,Sporting CP
33,163705,Steve Mandanda,Frankreich,83,TW,83,OM
31,162895,Cesc Fàbregas,Spanien,83,ZM ZDM,83,FC Chelsea
37,106231,Aduriz,Spanien,83,ST,83,Athletic Bilbao
35,53302,Daniele De Rossi,Italien,83,ZDM,83,AS Rom
36,24630,Pepe Reina,Spanien,83,TW,83,AC Mailand
26,236583,Jiří Pavlenka,Tschechische Repub.,82,TW,85,Werder Bremen
22,231866,Rodri,Spanien,82,ZM ZDM,87,Atlético Madrid
22,230658,Arthur,Brasilien,82,ZM ZDM,90,FC Barcelona
19,230621,Gianluigi Donnarumma,Italien,82,TW,93,AC Mailand
30,230258,Rosberto Dourado,Brasilien,82,ZDM ZM,82,Atlético Mineiro
34,230225,Juiano Mestres,Brasilien,82,IV ZDM,82,Cruzeiro
30,230168,Raphaelito Anjos,Brasilien,82,TW,82,Grêmio
21,229906,Leon Bailey,Jamaika,82,LM RM,89,Leverkusen
23,227055,Gelson Martins,Portugal,82,RM,87,Atlético Madrid
24,225508,Eric Bailly,Elfenbeinküste,82,IV,87,Manchester Utd
21,222737,Malcom,Brasilien,82,RF,89,FC Barcelona
23,221087,Pau López,Spanien,82,TW,87,Betis Sevilla
22,220814,Lucas Hernández,Frankreich,82,LV IV,89,Atlético Madrid
23,220440,Clément Lenglet,Frankreich,82,IV,88,FC Barcelona
27,216354,Andrej Kramarić,Kroatien,82,ST LF RF ZOM,83,TSG Hoffenheim
24,216267,Andrew Robertson,Schottland,82,LV,87,FC Liverpool
28,216194,Dani García,Spanien,82,ZDM ZM,83,Athletic Bilbao
22,213661,Andreas Christensen,Dänemark,82,IV,89,FC Chelsea
24,212404,Federico Bernardeschi,Italien,82,RM MS,87,Juventus Turin
22,212194,Julian Brandt,Deutschland,82,LM RM,88,Leverkusen
24,211320,Daniele Rugani,Italien,82,IV,86,Juventus Turin
23,210413,Alessio Romagnoli,Italien,82,IV,89,AC Mailand
25,209989,Thomas Partey,Ghana,82,ZDM ZM RM RV,88,Atlético Madrid
25,209297,Fred,Brasilien,82,ZM ZDM,84,Manchester Utd
31,208830,Jamie Vardy,England,82,ST,82,Leicester City
24,208596,Andrea Belotti,Italien,82,ST,87,FC Turin
27,208448,Emil Forsberg,Schweden,82,ZOM LM,83,RB Leipzig
25,207494,Jesse Lingard,England,82,ZOM RF ZM,83,Manchester Utd
29,207471,Franco Vázquez,Argentinien,82,ZOM ZM RF LF,82,FC Sevilla
23,206113,Serge Gnabry,Deutschland,82,LM ST ZOM LF,88,FC Bayern
28,205678,Edin Višća,Bosnien-Herzegowina,82,RM RF,82,Medipol Başakşehir
24,203574,John Stones,England,82,IV,86,Manchester City
27,203551,Alessandro Florenzi,Italien,82,RV,83,AS Rom
25,203263,Harry Maguire,England,82,IV,84,Leicester City
27,202685,Simone Zaza,Italien,82,L ST,83,FC Turin
24,202651,Suso,Spanien,82,RF MS,87,AC Mailand
27,202371,Thomas Meunier,Belgien,82,RV RM,83,PSG
25,201995,Felipe Anderson,Brasilien,82,LM ZOM RM,85,West Ham Utd
25,201455,Geoffrey Kondogbia,Zentralafrik. Repub.,82,ZM ZDM,85,FC Valencia
25,201400,Rafinha,Brasilien,82,ZOM ZM,87,FC Barcelona
27,201305,Gabriel Paulista,Brasilien,82,IV RV,83,FC Valencia
26,201153,Morata,Spanien,82,ST,85,FC Chelsea
26,200949,Lucas Moura,Brasilien,82,RM LM ST,83,Tottenham
30,199845,Francesco Acerbi,Italien,82,IV,82,Lazio Rom
27,198951,Cédric Bakambu,"Kongo, DR",82,ST,83,Beijing Guoan
26,198950,Pablo Sarabia,Spanien,82,RM ZM LM,83,FC Sevilla
25,198717,Wilfried Zaha,Elfenbeinküste,82,MS LM RM,85,Crystal Palace
26,198706,Luis Alberto,Spanien,82,MS ZOM ZM,85,Lazio Rom
29,198164,Jonathan Viera,Spanien,82,ZOM ZM,82,Beijing Guoan
27,198141,Bartra,Spanien,82,IV RV,83,Betis Sevilla
28,197655,Sebastián Coates,Uruguay,82,IV,83,Sporting CP
28,195365,Kevin Kampl,Slowenien,82,ZM ZOM ZDM,82,RB Leipzig
28,193525,Mário Fernandes,Russland,82,RAV RM,82,ZSKA Moskau
29,193474,Idrissa Gueye,Senegal,82,ZDM ZM,82,FC Everton
29,193469,Víctor Ruiz,Spanien,82,IV,83,FC Villarreal
26,192984,Koen Casteels,Belgien,82,TW,85,VfL Wolfsburg
27,192638,Marcos Alonso,Spanien,82,LV LAV,83,FC Chelsea
26,192318,Mario Götze,Deutschland,82,ZM ZOM MS,85,Dortmund
26,192227,Shkodran Mustafi,Deutschland,82,IV,84,FC Arsenal
29,191740,Ander Herrera,Spanien,82,ZM ZDM,82,Manchester Utd
29,191180,Javier Pastore,Argentinien,82,ZM LF RF,82,AS Rom
31,189505,Pedro,Spanien,82,RF LF,82,FC Chelsea
29,189125,Giacomo Bonaventura,Italien,82,ZM LF,82,AC Mailand
27,189117,Roman Bürki,Schweiz,82,TW,85,Dortmund
30,188803,Taison,Brasilien,82,LM ZOM,82,Schachtar Donezk
29,187936,Steven Nzonzi,Frankreich,82,ZDM ZM,82,AS Rom
30,187754,Marlos,Ukraine,82,RM,82,Schachtar Donezk
27,186561,Aaron Ramsey,Wales,82,ZM ZDM ZOM,83,FC Arsenal
28,186345,Kieran Trippier,England,82,RV RAV,82,Tottenham
29,185239,Ömer Toprak,Türkei,82,IV,83,Dortmund
32,185103,Aleksandar Kolarov,Serbien,82,LV IV,82,AS Rom
31,184431,Sebastian Giovinco,Italien,82,MS ST,82,FC Toronto
29,184200,Marko Arnautović,Österreich,82,ST LM,82,West Ham Utd
30,184144,Nicolás Gaitán,Argentinien,82,ZOM,82,Dalian Yifang
28,183711,Jordan Henderson,England,82,ZDM ZM,82,FC Liverpool
30,183574,Max Kruse,Deutschland,82,MS ST ZOM,82,Werder Bremen
33,183498,Marco Parolo,Italien,82,ZDM ZM,82,Lazio Rom
30,183376,Ljubomir Fejsa,Serbien,82,ZDM,82,SL Benfica
32,183280,Adil Rami,Frankreich,82,IV,82,OM
32,181786,Vedran Ćorluka,Kroatien,82,IV,82,Lokomotiv Moskau
27,181291,Georginio Wijnaldum,Niederlande,82,ZM,83,FC Liverpool
31,179847,Federico Fazio,Argentinien,82,IV,82,AS Rom
32,178509,Olivier Giroud,Frankreich,82,ST,82,FC Chelsea
29,177683,Yann Sommer,Schweiz,82,TW,83,M'gladbach
29,177457,Lars Bender,Deutschland,82,RV ZDM ZM,82,Leverkusen
31,173521,Marcano,Spanien,82,IV,82,AS Rom
29,172522,Daniel Wass,Dänemark,82,ZM RM LM,82,FC Valencia
32,171897,Andrés Guardado,Mexiko,82,ZM ZDM,82,Betis Sevilla
32,170481,Ezequiel Garay,Argentinien,82,IV,82,FC Valencia
32,168530,Jardel,Brasilien,82,IV,82,SL Benfica
31,168435,Salvatore Sirigu,Italien,82,TW,82,FC Turin
33,165229,Laurent Koscielny,Frankreich,82,IV,82,FC Arsenal
31,163489,Andrea Consigli,Italien,82,TW,82,Sassuolo Calcio
32,158963,Lucas Biglia,Argentinien,82,ZDM ZM,82,AC Mailand
35,146530,Dani Alves,Brasilien,82,RV,82,PSG
36,113422,David Villa,Spanien,82,ST,82,New York City FC
34,104389,Rune Almenning Jarstein,Norwegen,82,TW,82,Hertha BSC
36,48940,Petr Čech,Tschechische Repub.,82,TW,82,FC Arsenal
37,5479,Casillas,Spanien,82,TW,82,FC Porto
19,235243,Matthijs de Ligt,Niederlande,81,IV,91,Ajax Amsterdam
21,231677,Marcus Rashford,England,81,LF ST LM,89,Manchester Utd
30,230271,Laure Santeiro,Brasilien,81,ZOM LF,81,Fluminense
22,226456,Pablo Fornals,Spanien,81,ZOM ZM LM RM,86,FC Villarreal
22,226271,Fabián,Spanien,81,ZM ZDM ZOM,87,SSC Neapel
22,223959,Lucas Torreira,Uruguay,81,ZDM ZM,87,FC Arsenal
23,221992,Hirving Lozano,Mexiko,81,RF LF,86,PSV Eindhoven
31,216475,Morales,Spanien,81,LM RM ST,81,UD Levante
27,216451,Jean Michaël Seri,Elfenbeinküste,81,ZM ZDM,82,FC Fulham
24,216201,Williams,Spanien,81,ST RF LF,87,Athletic Bilbao
26,215316,Gerónimo Rulli,Argentinien,81,TW,86,Real Sociedad
23,214997,Ángel Correa,Argentinien,81,RM ST,87,Atlético Madrid
25,212814,João Mário,Portugal,81,ZOM LF ZM RM,84,Inter Mailand
24,210864,Elseid Hysaj,Albanien,81,RV,86,SSC Neapel
24,210514,João Cancelo,Portugal,81,RV,87,Juventus Turin
24,210406,Piotr Zieliński,Polen,81,ZM,88,SSC Neapel
25,210243,Ricardo Pereira,Portugal,81,RV RM,85,Leicester City
23,210035,Grimaldo,Spanien,81,LV,87,SL Benfica
24,209889,Raphaël Guerreiro,Portugal,81,LM LV ZM,86,Dortmund
25,208135,Abdoulaye Doucouré,Frankreich,81,ZDM ZM,85,FC Watford
25,207877,Josef Martínez,Venezuela,81,ST,84,Atlanta United
32,207664,Carlos Bacca,Kolumbien,81,ST,81,FC Villarreal
25,205923,Ben Davies,Wales,81,LV LAV,84,Tottenham
25,205452,Antonio Rüdiger,Deutschland,81,IV,84,FC Chelsea
25,205362,Matija Nastasić,Serbien,81,IV,84,Schalke
24,205175,Arkadiusz Milik,Polen,81,ST,88,SSC Neapel
24,204923,Marcel Sabitzer,Österreich,81,ZOM ZM,84,RB Leipzig
24,204884,Benjamin Mendy,Frankreich,81,LV LAV,87,Manchester City
25,204529,Michy Batshuayi,Belgien,81,L ST,85,FC Valencia
27,204024,Christoph Kramer,Deutschland,81,ZDM ZM,82,M'gladbach
26,203890,Šime Vrsaljko,Kroatien,81,L RV,84,Inter Mailand
25,203486,Thorgan Hazard,Belgien,81,LM RM MS,83,M'gladbach
28,201956,Salif Sané,Senegal,81,IV ZDM,81,Schalke
27,201454,Faouzi Ghoulam,Algerien,81,LV,82,SSC Neapel
26,201377,Jeison Murillo,Kolumbien,81,IV,85,FC Valencia
27,200726,Benjamin Lecomte,Frankreich,81,TW,84,Montpellier HSC
30,200647,Josip Iličić,Slowenien,81,MS ZOM,81,Atalanta Bergamo
26,200610,Kevin Volland,Deutschland,81,ST RF LF,83,Leverkusen
29,199987,Jasper Cillessen,Niederlande,81,TW,83,FC Barcelona
29,199715,Vitolo,Spanien,81,LM RM,81,Atlético Madrid
26,199503,Granit Xhaka,Schweiz,81,ZM ZDM,84,FC Arsenal
28,199451,Wissam Ben Yedder,Frankreich,81,ST ZOM LM,81,FC Sevilla
