id,overall,name,position,age,team,nation,edition
1,8285,Lassana Diarra,ZDM,24,Real Madrid C.F.,Frankreich,fifa_2010
2,8288,JoÃ£o Moutinho,ZOM,22,Sporting CP,Portugal,fifa_2010
3,8287,Ezequiel Lavezzi,MS,24,Napoli,Argentinien,fifa_2010
4,8287,AndrÃ©-Pierre Gignac,ST,24,Toulouse FC,Frankreich,fifa_2010
5,8288,PiquÃ©,IV,22,F.C. Barcelona,Spanien,fifa_2010
6,8284,Jaroslav DrobnÃ½,TW,29,Hertha BSC,Tschechische Repub.,fifa_2010
7,8289,Klaas Jan Huntelaar,ST,26,Milan,Niederlande,fifa_2010
8,8283,LiÃ©dson,ST,31,Sporting CP,Portugal,fifa_2010
9,8284,RaÃºl Meireles,ZM,26,FC Porto,Portugal,fifa_2010
10,8285,Vladimir Gabulov,TW,25,Dinamo Moskva,Russland,fifa_2010
11,8285,Eric Abidal,LV,30,F.C. Barcelona,Frankreich,fifa_2010
12,8288,Michel Bastos,LM,26,Olympique Lyonnais,Brasilien,fifa_2010
13,8287,Federico Marchetti,TW,26,Cagliari,Italien,fifa_2010
14,8286,Roberto Abbondanzieri,TW,37,Boca Juniors,Argentinien,fifa_2010
15,8285,Joleon Lescott,IV,27,Manchester City,England,fifa_2010
16,8289,Gabriel Milito,IV,28,F.C. Barcelona,Argentinien,fifa_2010
17,8285,Diego Lugano,IV,28,FenerbahÃ§e SK,Uruguay,fifa_2010
18,8287,Goran Pandev,MS,26,Lazio,Mazedonien,fifa_2010
19,8285,Giampaolo Pazzini,ST,25,Sampdoria,Italien,fifa_2010
20,8284,Alex,IV,27,Chelsea,Brasilien,fifa_2010
21,8285,Felipe Melo,ZDM,26,Juventus,Brasilien,fifa_2010
22,8284,Alex,ZOM,31,FenerbahÃ§e SK,Brasilien,fifa_2010
23,8286,Piotr Trochowski,LM,25,Hamburger SV,Deutschland,fifa_2010
24,8285,Reyes,LFL,26,AtlÃ©tico de Madrid,Spanien,fifa_2010
25,8285,Vicente,LFL,28,Valencia C.F.,Spanien,fifa_2010
26,8288,Riera,LM,27,Liverpool,Spanien,fifa_2010
27,8288,Alberto Aquilani,ZM,25,Liverpool,Italien,fifa_2010
28,8286,Phil Jagielka,IV,27,Everton,England,fifa_2010
29,8290,Deco,ZM,32,Chelsea,Portugal,fifa_2010
30,8284,Fabrizio Miccoli,MS,30,Palermo,Italien,fifa_2010
1,8289,Massimo Ambrosini,ZDM,32,Milan,Italien,fifa_2010
2,8284,Heiko Westermann,IV,26,FC Schalke 04,Deutschland,fifa_2010
3,8285,MartÃ­n Palermo,ST,35,Boca Juniors,Argentinien,fifa_2010
4,8286,Florent Malouda,LM,29,Chelsea,Frankreich,fifa_2010
5,8286,Aliaksandr Hleb,RM,28,VfB Stuttgart,WeiÃrussland,fifa_2010
6,8284,Souleymane Diawara,IV,30,Olympique de Marseille,Senegal,fifa_2010
7,8284,Claudio Pizarro,ST,30,Werder Bremen,Peru,fifa_2010
8,8284,Marcelo Bordon,IV,33,FC Schalke 04,Brasilien,fifa_2010
9,8284,Luca Toni,ST,32,Bayern MÃ¼nchen,Italien,fifa_2010
10,8285,Owen Hargreaves,ZDM,28,Manchester United,England,fifa_2010
11,8285,Seydou Keita,ZDM,29,F.C. Barcelona,Mali,fifa_2010
12,8284,Brad Friedel,TW,38,Aston Villa,USA,fifa_2010
13,8285,Marchena,IV,30,Valencia C.F.,Spanien,fifa_2010
14,8289,Pablo CÃ©sar Aimar,ZOM,29,Sport Lisboa Benfica,Argentinien,fifa_2010
15,8284,Josip Å imuniÄ,IV,31,TSG 1899 Hoffenheim,Kroatien,fifa_2010
16,8290,Ruud Van Nistelrooy,ST,33,Real Madrid C.F.,Niederlande,fifa_2010
17,8285,Guti,ZOM,32,Real Madrid C.F.,Spanien,fifa_2010
18,8287,TomÃ¡Å¡ RosickÃ½,ZOM,28,Arsenal,Tschechische Repub.,fifa_2010
19,8290,Palop,TW,35,Sevilla F.C.,Spanien,fifa_2010
20,8284,Landon Donovan,MS,27,Los Angeles Galaxy,USA,fifa_2010
21,8284,Dejan StankoviÄ,ZM,30,Inter,Serbien,fifa_2010
22,8290,David Trezeguet,ST,31,Juventus,Frankreich,fifa_2010
23,8286,Torsten Frings,ZDM,32,Werder Bremen,Deutschland,fifa_2010
24,8288,Alessandro Gamberini,IV,28,Fiorentina,Italien,fifa_2010
25,8285,Nicola Legrottaglie,IV,32,Juventus,Italien,fifa_2010
26,8284,Shaun Wright-Phillips,RFL,27,Manchester City,England,fifa_2010
27,8284,Bosingwa,RAV,27,Chelsea,Portugal,fifa_2010
28,8285,Christian Abbiati,TW,32,Milan,Italien,fifa_2010
29,8284,Robbie Keane,MS,29,Tottenham Hotspur,Republik Irland,fifa_2010
30,8288,David Beckham,RM,34,Los Angeles Galaxy,England,fifa_2010
1,8186,Mario Balotelli,ST,19,Inter,Italien,fifa_2010
2,8187,Sebastian Giovinco,ZOM,22,Juventus,Italien,fifa_2010
3,8186,Ãscar RenÃ© Cardozo,ST,26,Sport Lisboa Benfica,Paraguay,fifa_2010
4,8184,Sergio Asenjo,TW,20,AtlÃ©tico de Madrid,Spanien,fifa_2010
5,8189,Guardado,LFL,22,R.C. Deportivo,Mexiko,fifa_2010
6,8188,Marek HamÅ¡ik,ZOM,22,Napoli,Slowakei,fifa_2010
7,8185,Cristian RodrÃ­guez,LFL,23,FC Porto,Uruguay,fifa_2010
8,8185,Ezequiel Garay,IV,22,Real Madrid C.F.,Argentinien,fifa_2010
9,8185,Sergio Floccari,MS,27,Genoa,Italien,fifa_2010
10,8186,Rafinha,RAV,23,FC Schalke 04,Brasilien,fifa_2010
11,8184,Luis Antonio Valencia,RFL,24,Manchester United,Ecuador,fifa_2010
12,8187,Patrick Helmes,ST,25,Bayer 04 Leverkusen,Deutschland,fifa_2010
13,8186,Diego Alves,TW,24,U.D. AlmerÃ­a,Brasilien,fifa_2010
14,8188,Theo Walcott,RFL,20,Arsenal,England,fifa_2010
15,8186,John Obi Mikel,ZDM,22,Chelsea,Nigeria,fifa_2010
16,8186,Filipe,LAV,24,R.C. Deportivo,Brasilien,fifa_2010
17,8183,Leighton Baines,LV,24,Everton,England,fifa_2010
18,8186,MiloÅ¡ KrasiÄ,RM,24,CSKA Moskva,Serbien,fifa_2010
19,8190,Riccardo Montolivo,ZM,24,Fiorentina,Italien,fifa_2010
20,8189,De la PeÃ±a,ZOM,33,R.C.D. Espanyol,Spanien,fifa_2010
21,8189,Alex,ZOM,27,Spartak Moskva,Brasilien,fifa_2010
22,8186,Daniel Agger,IV,24,Liverpool,DÃ¤nemark,fifa_2010
23,8187,Lukas Podolski,ST,24,1. FC KÃ¶ln,Deutschland,fifa_2010
24,8183,LuisÃ£o,IV,28,Sport Lisboa Benfica,Brasilien,fifa_2010
25,8184,Ivica OliÄ,LA,29,Bayern MÃ¼nchen,Kroatien,fifa_2010
26,8186,Pavel Pogrebnyak,ST,25,VfB Stuttgart,Russland,fifa_2010
27,8186,Munitis,LFL,34,Real Racing Club,Spanien,fifa_2010
28,8186,Santi Cazorla,RM,24,Villarreal C.F.,Spanien,fifa_2010
29,8186,Negredo,ST,24,Sevilla F.C.,Spanien,fifa_2010
30,8189,Arda Turan,LM,22,Galatasaray SK,TÃ¼rkei,fifa_2010
1,8188,Stipe Pletikosa,TW,30,Spartak Moskva,Kroatien,fifa_2010
2,8187,Volkan Demirel,TW,27,FenerbahÃ§e SK,TÃ¼rkei,fifa_2010
3,8186,Nani,LFL,22,Manchester United,Portugal,fifa_2010
4,8184,James Milner,RFL,23,Aston Villa,England,fifa_2010
5,8184,Mounir El Hamdaoui,MS,25,AZ Alkmaar,Marokko,fifa_2010
6,8185,Obafemi Martins,ST,24,VfL Wolfsburg,Nigeria,fifa_2010
7,8184,Andrea Barzagli,IV,28,VfL Wolfsburg,Italien,fifa_2010
8,8186,Julio Baptista,MS,27,Roma,Brasilien,fifa_2010
9,8186,MartÃ­n Demichelis,IV,28,Bayern MÃ¼nchen,Argentinien,fifa_2010
10,8188,Marouane Chamakh,MS,25,Girondins de Bordeaux,Marokko,fifa_2010
11,8186,Bastian Schweinsteiger,RM,25,Bayern MÃ¼nchen,Deutschland,fifa_2010
12,8185,CÃ©dric Carrasso,TW,27,Girondins de Bordeaux,Frankreich,fifa_2010
13,8183,Almunia,TW,32,Arsenal,Spanien,fifa_2010
14,8187,Carlos Idriss Kameni,TW,25,R.C.D. Espanyol,Kamerun,fifa_2010
15,8184,Robert Green,TW,29,West Ham United,England,fifa_2010
16,8186,Cristian Daniel Ledesma,ZM,26,Lazio,Argentinien,fifa_2010
17,8185,Tim Cahill,ZOM,29,Everton,Australien,fifa_2010
18,8185,Tommaso Rocchi,ST,31,Lazio,Italien,fifa_2010
19,8184,SÃ©bastien Squillaci,IV,29,Sevilla F.C.,Frankreich,fifa_2010
20,8182,Matthew Upson,IV,30,West Ham United,England,fifa_2010
21,8184,Jermain Defoe,ST,26,Tottenham Hotspur,England,fifa_2010
22,8185,Thiago Motta,ZDM,27,Inter,Brasilien,fifa_2010
23,8189,RaÃºl,MS,32,Real Madrid C.F.,Spanien,fifa_2010
24,8183,Mladen PetriÄ,ST,28,Hamburger SV,Kroatien,fifa_2010
25,8187,JoaquÃ­n,RFL,28,Valencia C.F.,Spanien,fifa_2010
26,8184,Sidney Govou,RFL,30,Olympique Lyonnais,Frankreich,fifa_2010
27,8191,Ronaldo,ST,32,C. SÃ£o Paulo,Brasilien,fifa_2010
28,8184,Joseph Yobo,IV,28,Everton,Nigeria,fifa_2010
29,8184,Shunsuke Nakamura,RM,31,R.C.D. Espanyol,Japan,fifa_2010
30,8185,David Pizarro,ZM,29,Roma,Chile,fifa_2010
1,8185,Danny,ZOM,26,Zenit St. Petersburg,Portugal,fifa_2010
2,8185,Luciano MartÃ­n Galletti,RM,29,Olympiakos CFP,Argentinien,fifa_2010
3,8187,Gianluca Zambrotta,RAV,32,Milan,Italien,fifa_2010
4,8184,Stiliyan Petrov,ZM,30,Aston Villa,Bulgarien,fifa_2010
5,8185,Clarence Seedorf,ZOM,33,Milan,Niederlande,fifa_2010
6,8186,Frank Rost,TW,36,Hamburger SV,Deutschland,fifa_2010
7,8184,Dean Ashton,ST,25,West Ham United,England,fifa_2010
8,8084,Milo BaÅ¡ic,IV,27,Lokomotiv Moskva,Montenegro,fifa_2010
9,8091,Hernanes,ZM,24,SÃ£o Paulo,Brasilien,fifa_2010
10,8087,Marouane Fellaini,ZDM,21,Everton,Belgien,fifa_2010
11,8089,Welliton,ST,22,Spartak Moskva,Brasilien,fifa_2010
12,8088,Mesut Ãzil,ZOM,20,Werder Bremen,Deutschland,fifa_2010
13,8087,Diego Capel,LFL,21,Sevilla F.C.,Spanien,fifa_2010
14,8085,Geromel,IV,23,1. FC KÃ¶ln,Brasilien,fifa_2010
15,8086,Stephen Ireland,ZOM,23,Manchester City,Republik Irland,fifa_2010
16,8088,Renato Augusto,ZOM,21,Bayer 04 Leverkusen,Brasilien,fifa_2010
17,8089,Anderson,ZM,21,Manchester United,Brasilien,fifa_2010
18,8087,Jakub BÅaszczykowski,RFL,23,Borussia Dortmund,Polen,fifa_2010
19,8088,AndrÃ© Santos,LM,26,FenerbahÃ§e SK,Brasilien,fifa_2010
20,8085,Samir HandanoviÄ,TW,25,Udinese,Slowenien,fifa_2010
21,8084,Vedad IbiÅ¡eviÄ,ST,25,TSG 1899 Hoffenheim,Bosnien-Herzegowina,fifa_2010
22,8085,Fernando Llorente,ST,24,Athletic Club de Bilbao,Spanien,fifa_2010
23,8083,Jurado,ZOM,23,AtlÃ©tico de Madrid,Spanien,fifa_2010
24,8085,GÃ¶khan Inler,ZM,25,Udinese,Schweiz,fifa_2010
25,8088,Ibrahim Afellay,ZOM,23,PSV,Niederlande,fifa_2010
26,8085,Salomon Kalou,LFL,24,Chelsea,ElfenbeinkÃ¼ste,fifa_2010
27,8086,Ryan Babel,LFL,22,Liverpool,Niederlande,fifa_2010
28,8088,Abdulkader Keita,RA,28,Galatasaray SK,ElfenbeinkÃ¼ste,fifa_2010
29,8083,Salvador CabaÃ±as,ST,29,AmÃ©rica,Paraguay,fifa_2010
30,8088,Aiden McGeady,LFL,23,Celtic,Republik Irland,fifa_2010
1,8084,Rodrigo Palacio,RFL,27,Genoa,Argentinien,fifa_2010
2,8084,Henrique,IV,26,Girondins de Bordeaux,Brasilien,fifa_2010
3,8087,Diego Souza,ZOM,24,Palmeiras,Brasilien,fifa_2010
4,8084,David Bentley,RM,25,Tottenham Hotspur,England,fifa_2010
5,8085,Rodrigo Ferrante Taddei,RFL,29,Roma,Brasilien,fifa_2010
6,8080,Giuseppe Mascara,MS,30,Catania,Italien,fifa_2010
7,8085,Christian Maggio,RM,27,Napoli,Italien,fifa_2010
8,8081,Arbeloa,RV,26,Real Madrid C.F.,Spanien,fifa_2010
9,8086,Daniel Alberto DÃ­az,IV,30,Getafe C.F.,Argentinien,fifa_2010
10,8088,Guillermo Ochoa,TW,24,AmÃ©rica,Mexiko,fifa_2010
11,8083,Dario Srna,RM,27,Croatia,Kroatien,fifa_2010
12,8085,Helton,TW,31,FC Porto,Brasilien,fifa_2010
13,8091,VÃ¡gner Love,ST,25,Palmeiras,Brasilien,fifa_2010
14,8085,Glen Johnson,RV,25,Liverpool,England,fifa_2010
15,8085,Elano,ZOM,28,Galatasaray SK,Brasilien,fifa_2010
16,8086,Alexis,IV,24,Valencia C.F.,Spanien,fifa_2010
17,8086,CuauhtÃ©moc Blanco,ZOM,36,Chicago Fire,Mexiko,fifa_2010
18,8087,Cris,IV,32,Olympique Lyonnais,Brasilien,fifa_2010
19,8084,Marc Planus,IV,27,Girondins de Bordeaux,Frankreich,fifa_2010
20,8087,Lorik Cana,ZDM,26,Sunderland,Albanien,fifa_2010
21,8086,Sulley Ali Muntari,ZM,25,Inter,Ghana,fifa_2010
22,8086,Marco Borriello,ST,27,Milan,Italien,fifa_2010
23,8084,Simon Rolfes,ZDM,27,Bayer 04 Leverkusen,Deutschland,fifa_2010
24,8083,Nicolas Douchez,TW,29,Stade Rennais FC,Frankreich,fifa_2010
25,8086,Diego Benaglio,TW,25,VfL Wolfsburg,Schweiz,fifa_2010
26,8083,Andriy Voronin,ST,30,Liverpool,Ukraine,fifa_2010
27,8084,Jermaine Jones,ZDM,27,FC Schalke 04,USA,fifa_2010
28,8085,Nihat,MS,29,BeÅiktaÅ JK,TÃ¼rkei,fifa_2010
29,8085,GÃ¼iza,ST,29,FenerbahÃ§e SK,Spanien,fifa_2010
30,8084,Yakubu,ST,26,Everton,Nigeria,fifa_2010
1,8090,Alexandr Kerzhakov,ST,26,Dinamo Moskva,Russland,fifa_2010
2,8090,Adriano,ST,27,Flamengo,Brasilien,fifa_2010
3,8085,Artur Boruc,TW,29,Celtic,Polen,fifa_2010
4,8085,Stewart Downing,LFL,25,Aston Villa,England,fifa_2010
5,8084,Maxwell,LAV,28,F.C. Barcelona,Brasilien,fifa_2010
6,8085,Alou Diarra,ZDM,28,Girondins de Bordeaux,Frankreich,fifa_2010
7,8081,Angelo Palombo,ZDM,27,Sampdoria,Italien,fifa_2010
8,8088,Milan BaroÅ¡,ST,27,Galatasaray SK,Tschechische Repub.,fifa_2010
9,8087,Mahamadou Diarra,ZDM,28,Real Madrid C.F.,Mali,fifa_2010
10,8084,Jonathan Woodgate,IV,29,Tottenham Hotspur,England,fifa_2010
11,8083,Kris Boyd,ST,26,Rangers,Schottland,fifa_2010
12,8086,Daniele Bonera,IV,28,Milan,Italien,fifa_2010
