age,id,name,nation,overall,position,potential,team
34,156616,Franck Ribéry,Frankreich,86,LM LF,86,FC Bayern
31,139720,Vincent Kompany,Belgien,86,IV,86,Manchester City
36,137186,Andrea Barzagli,Italien,86,IV,86,Juventus Turin
24,202126,Harry Kane,England,85,ST,90,Tottenham Hotspur
25,197781,Isco,Spanien,85,ZM ZOM RM,89,Real Madrid
26,193301,Alexandre Lacazette,Frankreich,85,ST,88,Olympique Lyon
30,193041,Keylor Navas,Costa Rica,85,TW,85,Real Madrid
24,192505,Romelu Lukaku,Belgien,85,ST,90,FC Everton
26,186942,İlkay Gündoğan,Deutschland,85,ZM ZDM,87,Manchester City
28,184087,Toby Alderweireld,Belgien,85,IV,86,Tottenham Hotspur
29,180403,Willian,Brasilien,85,RM ZOM,85,FC Chelsea
27,180206,Miralem Pjanić,Bosnien-Herzegowina,85,ZM ZDM,86,Juventus Turin
29,178088,Juan Mata,Spanien,85,ZOM RM ZM,85,Manchester Utd
29,177610,Javi Martinez,Spanien,85,IV ZDM,86,FC Bayern
30,177388,Dimitri Payet,Frankreich,85,LM ZOM LF,85,Olym. Marseille
30,175943,Dries Mertens,Belgien,85,LF ST,85,SSC Neapel
29,172879,Sokratis,Griechenland,85,IV,85,Dortmund
30,170890,Blaise Matuidi,Frankreich,85,ZDM ZM,85,PSG
30,167628,Stéphane Ruffier,Frankreich,85,TW,85,AS Saint-Étienne
32,165229,Laurent Koscielny,Frankreich,85,IV,85,FC Arsenal
32,164169,Filipe Luís,Brasilien,85,LV,85,Atlético Madrid
32,146562,Santi Cazorla,Spanien,85,ZOM ZM ZDM,85,FC Arsenal
23,212218,Aymeric Laporte,Frankreich,84,IV,88,Athletic Bilbao
24,208418,Yannick Carrasco,Belgien,84,LM RM,88,Atlético Madrid
25,204963,Carvajal,Spanien,84,RV,87,Real Madrid
26,204485,Riyad Mahrez,Algerien,84,RM ZOM,85,Leicester City
24,201535,Raphaël Varane,Frankreich,84,IV,91,Real Madrid
32,20801,Cristiano Ronaldo,Portugal,94,LF ST,94,Real Madrid
30,158023,Lionel Messi,Argentinien,93,RF,93,FC Barcelona
25,190871,Neymar,Brasilien,92,LF,94,FC Barcelona
30,176580,Luis Suárez,Uruguay,92,ST,92,FC Barcelona
31,167495,Manuel Neuer,Deutschland,92,TW,92,FC Bayern
26,193080,De Gea,Spanien,90,TW,92,Manchester Utd
29,188545,Robert Lewandowski,Polen,90,ST,90,FC Bayern
28,173731,Gareth Bale,Wales,90,RF,90,Real Madrid
35,41236,Zlatan Ibrahimović,Schweden,90,ST,90,Manchester Utd
25,192119,Thibaut Courtois,Belgien,89,TW,92,FC Chelsea
29,183907,Jérôme Boateng,Deutschland,89,IV,89,FC Bayern
26,183277,Eden Hazard,Belgien,89,LF LM,90,FC Chelsea
32,177003,Luka Modrić,Kroatien,89,ZM ZDM,89,Real Madrid
28,176635,Mesut Özil,Deutschland,89,ZOM LF,89,FC Arsenal
29,167664,Gonzalo Higuaín,Argentinien,89,ST,89,Juventus Turin
32,164240,Thiago Silva,Brasilien,89,IV,89,PSG
31,155862,Sergio Ramos,Spanien,89,IV,89,Real Madrid
29,153079,Sergio Agüero,Argentinien,89,ST,89,Manchester City
24,195864,Paul Pogba,Frankreich,88,ZM ZDM ZOM,94,Manchester Utd
26,194765,Antoine Griezmann,Frankreich,88,ST RF LF,91,Atlético Madrid
26,192985,Kevin De Bruyne,Belgien,88,ZOM ZM RM LM,91,Manchester City
28,188350,Marco Reus,Deutschland,88,LM ZOM ST,88,Dortmund
28,184941,Alexis Sánchez,Chile,88,ST LM RM,88,FC Arsenal
27,182521,Toni Kroos,Deutschland,88,ZM ZDM,89,Real Madrid
31,182493,Diego Godín,Uruguay,88,IV,88,Atlético Madrid
28,178603,Mats Hummels,Deutschland,88,IV,88,FC Bayern
30,167948,Hugo Lloris,Frankreich,88,TW,88,Tottenham Hotspur
33,138956,Giorgio Chiellini,Italien,88,IV,88,Juventus Turin
34,120533,Pepe,Portugal,88,IV,88,Real Madrid
35,48940,Petr Čech,Tschechische Repub.,88,TW,88,FC Arsenal
24,201399,Mauro Icardi,Argentinien,84,ST,89,Inter Mailand
25,200145,Casemiro,Brasilien,84,ZDM,88,Real Madrid
26,198219,Lorenzo Insigne,Italien,84,LF,85,SSC Neapel
25,193747,Koke,Spanien,84,ZM RM LM,88,Atlético Madrid
26,192774,Kostas Manolas,Griechenland,84,IV,86,AS Rom
32,192593,Danijel Subašić,Kroatien,84,TW,84,AS Monaco
25,192448,Marc-André ter Stegen,Deutschland,84,TW,88,FC Barcelona
25,192227,Shkodran Mustafi,Deutschland,84,IV,88,FC Arsenal
28,191740,Ander Herrera,Spanien,84,ZM ZDM,84,Manchester Utd
29,191202,Nemanja Matić,Serbien,84,ZDM ZM,84,FC Chelsea
26,191043,Alex Sandro,Brasilien,84,LV LM,87,Juventus Turin
29,190547,Kamil Glik,Polen,84,IV,84,AS Monaco
27,189712,Kevin Strootman,Niederlande,84,ZM ZDM,85,AS Rom
29,184144,Nicolás Gaitán,Argentinien,84,LM,84,Atlético Madrid
33,184120,Bruno,Spanien,84,ZM,84,FC Villarreal
28,181458,Ivan Perišić,Kroatien,84,LM ZOM,84,Inter Mailand
30,179944,David Luiz,Brasilien,84,IV,84,FC Chelsea
30,179846,Sami Khedira,Deutschland,84,ZM ZDM,84,Juventus Turin
29,179784,Benedikt Höwedes,Deutschland,84,IV RV,84,Schalke 04
28,179783,Ralf Fährmann,Deutschland,84,TW,85,Schalke 04
28,178750,Sergio Asenjo,Spanien,84,TW,85,FC Villarreal
29,178562,Éver Banega,Argentinien,84,ZOM,84,Inter Mailand
30,177509,Medhi Benatia,Marokko,84,IV,84,Juventus Turin
34,146530,Dani Alves,Brasilien,84,RV,84,Juventus Turin
30,143745,Arda Turan,Türkei,84,ZM RF LF,84,FC Barcelona
33,142754,Javier Mascherano,Argentinien,84,IV ZDM,84,FC Barcelona
36,106231,Aduriz,Spanien,84,ST,84,Athletic Bilbao
34,20289,Yaya Touré,Elfenbeinküste,84,ZM ZDM,84,Manchester City
23,225508,Eric Bailly,Elfenbeinküste,83,IV,90,Manchester Utd
23,218667,Bernardo Silva,Portugal,83,RM ZOM,90,AS Monaco
22,216460,José María Giménez,Uruguay,83,IV,88,Atlético Madrid
26,215914,N'Golo Kanté,Frankreich,83,ZM ZDM,86,FC Chelsea
25,215316,Gerónimo Rulli,Argentinien,83,TW,89,Real Sociedad
24,212814,João Mário,Portugal,83,ZM ZOM RM,88,Inter Mailand
24,211575,André Gomes,Portugal,83,ZM LF ZOM,89,FC Barcelona
23,207865,Marquinhos,Brasilien,83,IV RV,89,PSG
31,207664,Carlos Bacca,Kolumbien,83,ST,83,AC Mailand
25,207566,William Carvalho,Portugal,83,ZDM,86,Sporting CP
23,205600,Samuel Umtiti,Frankreich,83,IV,88,FC Barcelona
26,203376,Virgil van Dijk,Niederlande,83,IV,86,FC Southampton
27,202857,Karim Bellarabi,Deutschland,83,RM,83,Bayer 04
22,202652,Raheem Sterling,England,83,RF LF LM,88,Manchester City
24,202166,Julian Draxler,Deutschland,83,ZOM LM LF,86,PSG
25,201942,Roberto Firmino,Brasilien,83,ST MS ZOM,87,FC Liverpool
27,201862,Marcos Rojo,Argentinien,83,IV LV,84,Manchester Utd
26,201024,Kalidou Koulibaly,Senegal,83,IV,86,SSC Neapel
26,200888,Danilo Pereira,Portugal,83,ZDM,86,FC Porto
24,200316,Timo Horn,Deutschland,83,TW,89,1. FC Köln
27,199715,Vitolo,Spanien,83,LM RM,83,FC Sevilla
26,199482,Anthony Lopes,Portugal,83,TW,86,Olympique Lyon
24,198009,Mattia Perin,Italien,83,TW,88,FC Genua
26,197061,Joel Matip,Kamerun,83,IV,85,FC Liverpool
29,193082,Juan Cuadrado,Kolumbien,83,RM ZOM,83,Juventus Turin
30,192629,Iago Aspas,Spanien,83,ST RF,83,Celta Vigo
29,192366,Nicolás Otamendi,Argentinien,83,IV,83,Manchester City
28,191180,Javier Pastore,Argentinien,83,ZM LF RF,83,PSG
27,190483,Douglas Costa,Brasilien,83,LM RM ZOM,83,FC Bayern
27,189881,Chris Smalling,England,83,IV,84,Manchester Utd
30,189505,Pedro,Spanien,83,RF LF,83,FC Chelsea
28,189125,Giacomo Bonaventura,Italien,83,ZM LM,83,AC Mailand
26,189117,Roman Bürki,Schweiz,83,TW,85,Dortmund
26,188152,Oscar,Brasilien,83,ZOM LM,86,Freie Spieler
28,187936,Steven N'Zonzi,Frankreich,83,ZDM ZM,83,FC Sevilla
26,186561,Aaron Ramsey,Wales,83,ZM ZDM RM,85,FC Arsenal
27,186547,Mateo Musacchio,Argentinien,83,IV,86,FC Villarreal
28,185239,Ömer Toprak,Türkei,83,IV,84,Bayer 04
30,185020,José Callejón,Spanien,83,RF,83,SSC Neapel
28,184826,Adrien Silva,Portugal,83,ZM,83,Sporting CP
28,184432,Azpilicueta,Spanien,83,IV RV LV,83,FC Chelsea
30,184431,Sebastian Giovinco,Italien,83,MS ST,83,FC Toronto
29,182212,Anthony Modeste,Frankreich,83,ST,83,1. FC Köln
31,181783,Mario Mandžukić,Kroatien,83,ST ZOM LM,83,Juventus Turin
31,180930,Edin Džeko,Bosnien-Herzegowina,83,ST,83,AS Rom
29,180819,Adam Lallana,England,83,ZM,83,FC Liverpool
30,178509,Olivier Giroud,Frankreich,83,ST,83,FC Arsenal
29,178005,Rui Patrício,Portugal,83,TW,83,Sporting CP
28,177683,Yann Sommer,Schweiz,83,TW,84,Borussia MG
33,176769,Jonas,Brasilien,83,ST,83,SL Benfica
30,176600,Kévin Gameiro,Frankreich,83,ST,83,Atlético Madrid
32,173771,Łukasz Piszczek,Polen,83,RV IV,83,Dortmund
30,172871,Jan Vertonghen,Belgien,83,IV,83,Tottenham Hotspur
30,172723,Asmir Begović,Bosnien-Herzegowina,83,TW,83,FC Chelsea
35,171919,Naldo,Brasilien,83,IV,83,Schalke 04
28,171833,Daniel Sturridge,England,83,ST RF,83,FC Liverpool
30,170481,Ezequiel Garay,Argentinien,83,IV,83,FC Valencia
31,164468,Gary Cahill,England,83,IV,83,FC Chelsea
33,163824,Ashley Williams,Wales,83,IV,83,FC Everton
32,163705,Steve Mandanda,Frankreich,83,TW,83,Crystal Palace
32,163631,Leighton Baines,England,83,LV,83,FC Everton
30,163587,Kasper Schmeichel,Dänemark,83,TW,84,Leicester City
32,161956,Borja Valero,Spanien,83,ZOM ZM MS,83,AC Florenz
30,161648,Hatem Ben Arfa,Frankreich,83,ZOM ST,83,PSG
32,146760,Juanfran,Spanien,83,RV,83,Atlético Madrid
33,139869,Wesley Sneijder,Niederlande,83,ZOM,83,Galatasaray
30,139068,Nani,Portugal,83,LF RF ZOM LM,83,FC Valencia
33,108080,Stephan Lichtsteiner,Schweiz,83,RV RM,83,Juventus Turin
34,53302,Daniele De Rossi,Italien,83,ZDM,83,AS Rom
35,24630,José Reina,Spanien,83,TW,83,SSC Neapel
33,20775,Quaresma,Portugal,83,RM LM,83,Besiktas
21,222492,Leroy Sané,Deutschland,82,LF RF LM,91,Manchester City
21,220834,Marco Asensio,Spanien,82,ZOM RM LM LF,89,Real Madrid
29,217699,Islam Slimani,Algerien,82,ST,82,Leicester City
21,213331,Jonathan Tah,Deutschland,82,IV,88,Bayer 04
22,212190,Niklas Süle,Deutschland,82,IV,88,TSG Hoffenheim
21,211300,Anthony Martial,Frankreich,82,LM ST,90,Manchester Utd
21,211117,Dele Alli,England,82,ZOM MS LM ZM,90,Tottenham Hotspur
24,210257,Ederson,Brasilien,82,TW,87,SL Benfica
25,209331,Mohamed Salah,Ägypten,82,RF,85,AS Rom
25,208722,Sadio Mané,Senegal,82,RF,85,FC Liverpool
26,208618,Lucas Vázquez,Spanien,82,RF RM,83,Real Madrid
23,208596,Andrea Belotti,Italien,82,ST,89,FC Turin
28,207471,Franco Vázquez,Italien,82,ZOM ZM ST MS,82,FC Sevilla
25,206545,Manu Trigueros,Spanien,82,ZM,85,FC Villarreal
26,204639,Stefan Savić,Montenegro,82,IV,86,Atlético Madrid
28,204277,Roque Mesa,Spanien,82,ZDM ZM,82,UD Las Palmas
24,203775,Loris Karius,Deutschland,82,TW,87,FC Liverpool
26,203551,Alessandro Florenzi,Italien,82,RV RF ZM,85,AS Rom
24,203042,Jack Butland,England,82,TW,89,Stoke City
24,201153,Morata,Spanien,82,ST LF,86,Real Madrid
25,200949,Lucas,Brasilien,82,RF LF,85,PSG
29,199845,Francesco Acerbi,Italien,82,IV,83,Sassuolo Calcio
24,199503,Granit Xhaka,Schweiz,82,ZDM ZM,86,FC Arsenal
25,198176,Stefan de Vrij,Niederlande,82,IV,88,Lazio Rom
27,198164,Jonathan Viera,Spanien,82,ZM LM ZOM,82,UD Las Palmas
27,197965,Pizzi,Portugal,82,ZM RM LM,82,SL Benfica
24,197853,Serge Aurier,Elfenbeinküste,82,RV,87,PSG
27,197242,Grzegorz Krychowiak,Polen,82,ZDM,84,PSG
26,195365,Kevin Kampl,Slowenien,82,ZM RM ZDM,84,Bayer 04
30,193532,Gary Medel,Chile,82,ZDM ZM IV,82,Inter Mailand
27,193474,Idrissa Gueye,Senegal,82,ZDM ZM,83,FC Everton
28,193469,Víctor Ruíz,Spanien,82,IV,83,FC Villarreal
25,193348,Xherdan Shaqiri,Schweiz,82,RM ZOM LM,85,Stoke City
27,192387,Ciro Immobile,Italien,82,ST,83,Lazio Rom
25,192318,Mario Götze,Deutschland,82,ZM ZOM,86,Dortmund
26,190456,Nathaniel Clyne,England,82,RV RAV,85,FC Liverpool
29,189560,Iborra,Spanien,82,ZDM ZOM ZM,82,FC Sevilla
25,189461,Jack Wilshere,England,82,L ZM ZOM ZDM,85,FC Bournemouth
28,189358,Shinji Kagawa,Japan,82,ZOM MS,82,Dortmund
28,189068,Bas Dost,Niederlande,82,ST,82,Sporting CP
27,188943,Kevin Trapp,Deutschland,82,TW,85,PSG
29,188803,Taison,Brasilien,82,LM ZOM,82,Schachtjor Donezk
27,188377,Kyle Walker,England,82,RV RAV,83,Tottenham Hotspur
29,187754,Marlos,Brasilien,82,RM,82,Schachtjor Donezk
30,185221,Luiz Gustavo,Brasilien,82,ZDM ZM IV,82,VfL Wolfsburg
27,184942,Giuliano,Brasilien,82,ZOM RM,83,Zenit
28,184484,Gylfi Sigurðsson,Island,82,ZOM LM MS,82,Swansea City
27,184267,Yacine Brahimi,Algerien,82,LF,82,FC Porto
28,184200,Marko Arnautović,Österreich,82,LM RM LF,82,Stoke City
27,183711,Jordan Henderson,England,82,ZDM ZM,84,FC Liverpool
32,183497,Orestis Karnezis,Griechenland,82,TW,82,Udinese Calcio
27,183285,Mamadou Sakho,Frankreich,82,L IV,83,Crystal Palace
31,183280,Adil Rami,Frankreich,82,IV,82,FC Sevilla
31,182494,Fernando Néstor Muslera,Uruguay,82,TW,82,Galatasaray
31,181786,Vedran Ćorluka,Kroatien,82,IV,82,Lokomotiv Moskau
28,180216,Séamus Coleman,Republik Irland,82,RV,82,FC Everton
29,178224,Javier Hernández,Mexiko,82,ST,82,Bayer 04
30,177600,Beñat,Spanien,82,ZM,82,Athletic Bilbao
28,177457,Lars Bender,Deutschland,82,ZDM ZM,83,Bayer 04
28,177413,Axel Witsel,Belgien,82,ZM ZDM ZOM,82,Freie Spieler
27,177358,Morgan Schneiderlin,Frankreich,82,ZDM ZM,83,FC Everton
34,174543,Claudio Bravo,Chile,82,TW,82,Manchester City
29,172175,Kevin Mirallas,Belgien,82,LM RM LF,82,FC Everton
33,171791,José Fonte,Portugal,82,IV,82,West Ham Utd
28,169416,Carlos Vela,Mexiko,82,RF ST,82,Real Sociedad
31,168354,Emiliano Viviano,Italien,82,TW,82,Sampdoria Genua
32,167905,Antonio Valencia,Ecuador,82,RV,82,Manchester Utd
30,167431,Gonzalo Castro,Deutschland,82,ZM ZDM RM,82,Dortmund
31,167397,Falcao,Kolumbien,82,ST,82,AS Monaco
30,165239,Samir Nasri,Frankreich,82,L LM ZM RM ZOM,82,FC Sevilla
30,163489,Andrea Consigli,Italien,82,TW,82,Sassuolo Calcio
31,162347,João Moutinho,Portugal,82,ZM ZDM ZOM,82,AS Monaco
30,162240,Moussa Dembélé,Belgien,82,ZM ZDM,82,Tottenham Hotspur
32,159147,Loïc Perrin,Frankreich,82,IV,82,AS Saint-Étienne
31,158963,Lucas Biglia,Argentinien,82,ZDM ZM,82,Lazio Rom
33,158625,Dante,Brasilien,82,IV,82,OGC Nizza
30,158121,Benoît Costil,Frankreich,82,TW,82,Stade Rennes
32,157481,Raúl Albiol,Spanien,82,IV,82,SSC Neapel
30,150724,Joe Hart,England,82,L TW,82,FC Turin
32,150418,Mario Gómez,Deutschland,82,ST,82,VfL Wolfsburg
34,146954,Gabi,Spanien,82,ZM ZDM,82,Atlético Madrid
35,146748,Diego López,Spanien,82,TW,82,Esp. Barcelona
32,144622,Raffael,Brasilien,82,MS ST,82,Borussia MG
29,143076,Alejandro Gómez,Argentinien,82,LF MS,82,Atalanta Bergamo
33,142780,Gonzalo Rodríguez,Argentinien,82,IV,82,AC Florenz
35,139968,Vincent Enyeama,Nigeria,82,TW,82,LOSC Lille
32,135507,Fernandinho,Brasilien,82,ZDM ZM RV,82,Manchester City
35,113422,David Villa,Spanien,82,ST,82,NYCFC
35,106573,Victor Valdés,Spanien,82,TW,82,FC Middlesbrough
31,54050,Wayne Rooney,England,82,ZOM ST ZM,82,Manchester Utd
32,53612,Per Mertesacker,Deutschland,82,IV,82,FC Arsenal
36,52091,Patrice Evra,Frankreich,82,LV LM,82,Olym. Marseille
36,21146,Michael Carrick,England,82,ZDM ZM,82,Manchester Utd
36,5479,Casillas,Spanien,82,TW,82,FC Porto
20,231443,Ousmane Dembélé,Frankreich,81,RM LM ZOM,91,Dortmund
22,222028,Julian Weigl,Deutschland,81,ZDM ZM,87,Dortmund
23,219683,Corentin Tolisso,Frankreich,81,ZM ZDM,88,Olympique Lyon
26,216451,Jean Michaël Seri,Elfenbeinküste,81,ZM ZOM ZDM,84,OGC Nizza
24,216352,Marcelo Brozović,Kroatien,81,ZM ZDM,84,Inter Mailand
22,215785,Keita Baldé Diao,Senegal,81,LF RF ST,89,Lazio Rom
23,212404,Federico Bernardeschi,Italien,81,RM MS LM,87,AC Florenz
23,210935,Domenico Berardi,Italien,81,RF,83,Sassuolo Calcio
23,210896,Morgan Sanson,Frankreich,81,ZDM ZM RM,87,Olym. Marseille
22,210617,Samu Castillejo,Spanien,81,RM LM,88,FC Villarreal
22,210008,Adrien Rabiot,Frankreich,81,ZM,88,PSG
22,209658,Leon Goretzka,Deutschland,81,ZM ZOM ZDM,87,Schalke 04
23,209499,Fabinho,Brasilien,81,ZDM RV,86,AS Monaco
30,208830,Jamie Vardy,England,81,ST LF LM,81,Leicester City
25,208808,Quincy Promes,Niederlande,81,RM ST LM,84,Spartak Moskau
24,208670,Hakim Ziyech,Marokko,81,ZOM RF,84,Ajax Amsterdam
25,208448,Emil Forsberg,Schweden,81,ZOM LM,84,RB Leipzig
27,208334,Jonas Hector,Deutschland,81,LV ZDM,82,1. FC Köln
23,207410,Mateo Kovačić,Kroatien,81,ZM,87,Real Madrid
24,206652,Sergio Rico,Spanien,81,TW,86,FC Sevilla
27,206273,Oleg Shatov,Russland,81,LM LF RF,81,Zenit
25,205498,Jorginho,Italien,81,ZM,84,SSC Neapel
24,204970,Florian Thauvin,Frankreich,81,L RF RM,84,Olym. Marseille
26,204525,Iñigo Martínez,Spanien,81,IV,85,Real Sociedad
24,203483,Davy Klaassen,Niederlande,81,ZM ZOM,84,Ajax Amsterdam
23,202651,Suso,Spanien,81,RF,86,AC Mailand
23,202477,Deulofeu,Spanien,81,L LF RF,88,AC Mailand
24,201995,Felipe Anderson,Brasilien,81,RF LF RM,86,Lazio Rom
27,200641,Yevhen Konoplyanka,Ukraine,81,L LM,81,Schalke 04
28,199987,Jasper Cillessen,Niederlande,81,TW,83,FC Barcelona
30,199561,Nolito,Spanien,81,LF LM,81,Manchester City
27,199451,Wissam Ben Yedder,Frankreich,81,ST,82,FC Sevilla
29,199354,Lucas Pérez,Spanien,81,ST,81,FC Arsenal
23,199189,Ross Barkley,England,81,ZOM ZM RM,86,FC Everton
26,198951,Cédric Bakambu,"Kongo, DR",81,ST LM,84,FC Villarreal
26,198141,Bartra,Spanien,81,IV,83,Dortmund
28,195086,Dejan Lovren,Kroatien,81,IV,83,FC Liverpool
26,193130,André Schürrle,Deutschland,81,LM ST RM,82,Dortmund
26,193061,Roberto Pereyra,Argentinien,81,ZM ZOM,84,FC Watford
26,192789,Mario Gaspar,Spanien,81,RV,84,FC Villarreal
31,192492,Fabián Orellana,Chile,81,L RF ZOM ZM LF,81,FC Valencia
27,190941,Lukáš Hrádecký,Finnland,81,TW,83,Frankfurt
27,190815,Daley Blind,Niederlande,81,LV IV,82,Manchester Utd
28,190149,De Marcos,Spanien,81,RV RF,81,Athletic Bilbao
28,189574,Iturraspe,Spanien,81,ZM,81,Athletic Bilbao
28,189513,Parejo,Spanien,81,ZM ZOM ZDM,81,FC Valencia
28,189250,Salomón Rondón,Venezuela,81,ST,81,West Bromwich
29,189156,Daniel Carriço,Portugal,81,IV ZDM,82,FC Sevilla
26,188253,James McCarthy,Republik Irland,81,ZDM ZM,84,FC Everton
27,188005,Camacho,Spanien,81,ZDM ZM,84,FC Málaga
29,187961,Paulinho,Brasilien,81,ZM ZDM,81,Freie Spieler
27,187735,Alan Dzagoev,Russland,81,ZM ZDM LM,82,ZSKA Moskau
29,187347,Igor Smolnikov,Russland,81,RV,81,Zenit
29,187072,Lars Stindl,Deutschland,81,MS ZOM,81,Borussia MG
27,186627,Mario Balotelli,Italien,81,ST,82,OGC Nizza
27,186153,Wojciech Szczęsny,Polen,81,L TW,84,AS Rom
29,185431,Nikola Kalinić,Kroatien,81,ST,81,AC Florenz
28,185132,Mikel San José,Spanien,81,ZM,81,Athletic Bilbao
26,184111,Christian Benteke,Belgien,81,ST,83,Crystal Palace
29,183574,Max Kruse,Deutschland,81,MS ST ZOM,81,Bremen
32,183498,Marco Parolo,Italien,81,ZM ZDM,81,Lazio Rom
29,183376,Ljubomir Fejsa,Serbien,81,ZDM,81,SL Benfica
26,181291,Georginio Wijnaldum,Niederlande,81,ZM ZOM,84,FC Liverpool
30,179847,Federico Fazio,Argentinien,81,IV,81,AS Rom
28,179645,Simon Kjær,Dänemark,81,IV,83,Fenerbahce
30,178086,Adán,Spanien,81,TW,81,Betis Sevilla
31,177635,Benoît Trémoulinas,Frankreich,81,LV,81,FC Sevilla
28,177458,Sven Bender,Deutschland,81,IV ZDM,82,Dortmund
32,177326,Mathieu Valbuena,Frankreich,81,LF ZOM,81,Olympique Lyon
27,176993,Bojan,Spanien,81,L ZOM MS ST,82,Mainz 05
31,176915,Augusto Fernández,Argentinien,81,ZM,81,Atlético Madrid
30,173221,Antonio Candreva,Italien,81,RF ZOM,81,Inter Mailand
30,173198,Davide Astori,Italien,81,IV,81,AC Florenz
31,171579,Raúl García,Spanien,81,ZOM,81,Athletic Bilbao
25,170368,Erik Lamela,Argentinien,81,RM LM,84,Tottenham Hotspur
27,169595,Danny Rose,England,81,LV LAV,82,Tottenham Hotspur
