age,id,name,nation,overall,position,potential,team
24,198710,James Rodríguez,Kolumbien,86,ZOM RM ZM,92,Real Madrid
24,193080,De Gea,Spanien,86,TW,89,Manchester Utd
23,192119,Thibaut Courtois,Belgien,86,TW,90,Chelsea
23,190871,Neymar,Brasilien,86,LF,91,FC Barcelona
25,189596,Thomas Müller,Deutschland,86,MS RM ZOM ST,88,FC Bayern
26,188350,Marco Reus,Deutschland,86,LM ZOM,88,Bor. Dortmund
26,178603,Mats Hummels,Deutschland,86,IV,88,Bor. Dortmund
26,176635,Mesut Özil,Deutschland,86,ZOM LF,87,Arsenal
29,167397,Falcao,Kolumbien,86,ST,86,Manchester Utd
29,139720,Vincent Kompany,Belgien,86,IV,86,Manchester City
29,54050,Wayne Rooney,England,86,ST ZM ZOM,86,Manchester Utd
31,139869,Wesley Sneijder,Niederlande,84,ZOM ZM LM,84,Galatasaray SK
31,138956,Giorgio Chiellini,Italien,84,IV,84,Juventus
34,5479,Casillas,Spanien,84,TW,84,Real Madrid
22,199556,Marco Verratti,Italien,83,ZM ZDM,90,PSG
23,197781,Isco,Spanien,83,ZOM ZM LM,88,Real Madrid
23,197445,David Alaba,Österreich,83,LV ZM ZDM IV,88,FC Bayern
28,196144,Jackson Martínez,Kolumbien,83,ST,83,FC Porto
23,192563,Bernd Leno,Deutschland,83,TW,86,Bayer 04
27,192366,Nicolás Otamendi,Argentinien,83,IV,86,Valencia CF
27,191202,Nemanja Matić,Serbien,83,ZDM,86,Chelsea
28,189505,Pedro,Spanien,83,LF RF,86,FC Barcelona
29,189362,Hulk,Brasilien,83,RF ST RM,83,Zenit
27,184144,Nicolás Gaitán,Argentinien,83,LM,84,SL Benfica
29,182494,Fernando Muslera,Uruguay,83,TW,86,Galatasaray SK
29,181783,Mario Mandžukić,Kroatien,83,ST,83,Atlético Madrid
29,180930,Edin Džeko,Bosnien-Herzegowina,83,ST,83,Manchester City
25,180206,Miralem Pjanić,Bosnien-Herzegowina,83,ZM,85,Roma
28,179944,David Luiz,Brasilien,83,IV,84,PSG
32,174543,Claudio Bravo,Chile,83,TW,83,FC Barcelona
28,173221,Antonio Candreva,Italien,83,RF,85,Lazio
29,173210,Claudio Marchisio,Italien,83,ZM ZDM,83,Juventus
33,171919,Naldo,Brasilien,83,IV,83,VfL Wolfsburg
26,171833,Daniel Sturridge,England,83,ST RF,86,Liverpool
28,170890,Blaise Matuidi,Frankreich,83,ZDM ZM,85,PSG
28,170481,Ezequiel Garay,Argentinien,83,IV,83,Zenit
26,169416,Carlos Vela,Mexiko,83,RF ST ZOM,86,Real Sociedad
27,168651,Ivan Rakitić,Kroatien,83,ZOM ZM,84,FC Barcelona
31,168609,Miranda,Brasilien,83,IV,83,Atlético Madrid
28,168435,Salvatore Sirigu,Italien,83,TW,83,PSG
28,167628,Stéphane Ruffier,Frankreich,83,TW,84,Saint-Etienne
31,162835,Samir Handanovič,Slowenien,83,TW,83,Inter
29,162347,João Moutinho,Portugal,83,ZM ZOM,83,AS Monaco
30,158133,Jefferson Farfán,Peru,83,RM ST,83,FC Schalke 04
28,150724,Joe Hart,England,83,TW,83,Manchester City
32,148803,Klaas-Jan Huntelaar,Niederlande,83,ST,83,FC Schalke 04
32,146530,Dani Alves,Brasilien,83,RV,83,FC Barcelona
30,146439,Negredo,Spanien,83,ST,83,Valencia CF
30,142784,Pablo Zabaleta,Argentinien,83,RV,83,Manchester City
31,142754,Javier Mascherano,Argentinien,83,IV ZDM,83,FC Barcelona
34,137186,Andrea Barzagli,Italien,83,IV,83,Juventus
32,120533,Pepe,Portugal,83,IV,83,Real Madrid
33,106573,Victor Valdés,Spanien,83,TW,83,Manchester Utd
32,53302,Daniele De Rossi,Italien,83,ZDM,83,Roma
34,13732,John Terry,England,83,IV,83,Chelsea
36,7763,Andrea Pirlo,Italien,83,ZM ZDM,83,NY City FC
37,1179,Gianluigi Buffon,Italien,83,TW,83,Juventus
23,200949,Lucas,Brasilien,82,RF RM,87,PSG
24,194765,Antoine Griezmann,Frankreich,82,ST ZOM LM,88,Atlético Madrid
23,193747,Koke,Spanien,82,LM RM ZM ZOM,85,Atlético Madrid
24,193301,Alexandre Lacazette,Frankreich,82,ST RF,86,Olympique Lyon
27,193082,Juan Cuadrado,Kolumbien,82,RM ST LM,84,Chelsea
23,192448,Marc-André ter Stegen,Deutschland,82,TW,86,FC Barcelona
23,190460,Christian Eriksen,Dänemark,82,ZOM LM,86,Spurs
26,189358,Shinji Kagawa,Japan,82,ZOM LM MS,84,Bor. Dortmund
23,189242,Coutinho,Brasilien,82,ZOM LF ZM,86,Liverpool
24,186942,İlkay Gündoğan,Deutschland,82,ZM ZDM ZOM,86,Bor. Dortmund
24,186561,Aaron Ramsey,Wales,82,ZM ZDM,86,Arsenal
25,184881,Sofiane Feghouli,Algerien,82,RM RF,86,Valencia CF
27,180403,Willian,Brasilien,82,RM ZOM,84,Chelsea
27,179784,Benedikt Höwedes,Deutschland,82,IV RV LV,83,FC Schalke 04
31,176769,Jonas,Brasilien,82,ST,82,SL Benfica
27,176676,Marcelo,Brasilien,82,LV,85,Real Madrid
28,175943,Dries Mertens,Belgien,82,ZOM LF,85,Napoli
30,173771,Łukasz Piszczek,Polen,82,RV,82,Bor. Dortmund
27,172879,Sokratis,Griechenland,82,IV RV LV,84,Bor. Dortmund
28,172871,Jan Vertonghen,Belgien,82,IV LV,82,Spurs
28,172723,Asmir Begović,Bosnien-Herzegowina,82,TW,82,Stoke City
28,171877,Marek Hamšik,Slowakei,82,ZOM,84,Napoli
26,170369,Giovani dos Santos,Mexiko,82,ST,85,LA Galaxy
30,165580,Diego Alves,Brasilien,82,TW,82,Valencia CF
30,165229,Laurent Koscielny,Frankreich,82,IV,82,Arsenal
29,164994,Jakub Błaszczykowski,Polen,82,RM,82,Bor. Dortmund
30,163705,Steve Mandanda,Frankreich,82,TW,82,Marseille
28,162409,Giuseppe Rossi,Italien,82,ST,82,Fiorentina
29,148119,Igor Akinfeev,Russland,82,TW,82,ZSKA Moskau
32,146954,Gabi,Spanien,82,ZM ZDM,82,Atlético Madrid
33,140601,Nemanja Vidić,Serbien,82,IV,82,Inter
28,139068,Nani,Portugal,82,LF RF,82,Sporting CP
33,138449,Kaká,Brasilien,82,ZOM MS,82,Orlando City
32,112253,Jérémy Toulalan,Frankreich,82,ZDM ZM,82,AS Monaco
34,106231,Aduriz,Spanien,82,ST,82,Athletic Bilbao
30,53612,Per Mertesacker,Deutschland,82,IV,82,Arsenal
36,48717,Júlio César,Brasilien,82,TW,82,SL Benfica
32,20800,Danny,Portugal,82,LF ZOM,82,Zenit
29,207664,Carlos Bacca,Kolumbien,81,ST,81,Sevilla FC
23,201942,Roberto Firmino,Brasilien,81,ZOM MS,86,TSG Hoffenheim
22,201535,Raphaël Varane,Frankreich,81,IV,88,Real Madrid
23,193352,Ricardo Rodriguez,Schweiz,81,LV,86,VfL Wolfsburg
26,193116,Maxime Gonalons,Frankreich,81,ZDM IV,84,Olympique Lyon
26,191180,Javier Pastore,Argentinien,81,ZM LF RF,86,PSG
26,189963,Wilfried Bony,Elfenbeinküste,81,ST,84,Manchester City
25,189712,Kevin Strootman,Niederlande,81,ZM,85,Roma
26,189513,Parejo,Spanien,81,ZM ZDM ZOM,86,Valencia CF
24,189509,Thiago,Spanien,81,ZM ZOM ZDM,85,FC Bayern
23,189461,Jack Wilshere,England,81,ZM ZDM LM,84,Arsenal
26,189332,Jordi Alba,Spanien,81,LV,85,FC Barcelona
26,188567,Pierre-Emerick Aubameyang,Gabun,81,ST RM RF,83,Bor. Dortmund
25,188081,Alex Teixeira,Brasilien,81,ZOM ZDM,84,FC Shakhtar
28,185221,Luiz Gustavo,Brasilien,81,ZDM,82,VfL Wolfsburg
28,184943,Ramires,Brasilien,81,ZDM ZM,81,Chelsea
26,184432,Azpilicueta,Spanien,81,LV RV,83,Chelsea
28,184431,Sebastian Giovinco,Italien,81,MS ST,81,Toronto FC
24,184111,Christian Benteke,Belgien,81,ST,84,Aston Villa
26,183556,Neven Subotić,Serbien,81,IV,83,Bor. Dortmund
25,181820,Stevan Jovetić,Montenegro,81,ST ZOM,84,Manchester City
26,181019,Éverton Ribeiro,Brasilien,81,ZOM RM,83,Freie Spieler
27,178518,Radja Nainggolan,Belgien,81,ZM,84,Roma
31,178372,Branislav Ivanović,Serbien,81,RV IV,81,Chelsea
27,178224,Javier Hernández,Mexiko,81,ST,83,Real Madrid
26,177683,Yann Sommer,Schweiz,81,TW,84,Bor. M'gladbach
26,177457,Lars Bender,Deutschland,81,ZM ZDM,83,Bayer 04
28,177388,Dimitri Payet,Frankreich,81,ZOM LM,82,Marseille
25,177358,Morgan Schneiderlin,Frankreich,81,ZDM ZM,85,Southampton
30,177326,Mathieu Valbuena,Frankreich,81,ZOM RF,81,Dynamo Moskau
28,172610,Leandro Castán,Brasilien,81,IV,82,Roma
27,170797,Nuri Şahin,Türkei,81,ZM ZDM,83,Bor. Dortmund
28,170733,Gervinho,Elfenbeinküste,81,LF RF,81,Roma
29,164468,Gary Cahill,England,81,IV,81,Chelsea
30,164169,Filipe Luís,Brasilien,81,LV,81,Chelsea
30,163631,Leighton Baines,England,81,LV,81,Everton
30,161956,Borja Valero,Spanien,81,ZM,81,Fiorentina
31,158625,Dante,Brasilien,81,IV,81,FC Bayern
32,155897,Clint Dempsey,USA,81,ST,81,Sounders FC
29,153244,André-Pierre Gignac,Frankreich,81,ST,81,Marseille
33,146748,Diego López,Spanien,81,TW,81,Milan
29,146536,Jesús Navas,Spanien,81,RM,81,Manchester City
33,139968,Vincent Enyeama,Nigeria,81,TW,81,LOSC Lille
30,135507,Fernandinho,Brasilien,81,ZM ZDM,81,Manchester City
33,49370,Thiago Motta,Italien,81,ZDM ZM,81,PSG
37,31432,Didier Drogba,Elfenbeinküste,81,ST,81,Montreal Impact
35,13743,Steven Gerrard,England,81,ZDM ZM ZOM,81,LA Galaxy
34,9676,Samuel Eto'o,Kamerun,81,ST,81,Sampdoria
35,2196,Roman Weidenfeller,Deutschland,81,TW,81,Bor. Dortmund
21,212218,Aymeric Laporte,Frankreich,80,IV,85,Athletic Bilbao
26,209132,Simón Romerón,Venezuela,80,ST,83,Freie Spieler
21,207865,Marquinhos,Brasilien,80,IV RV,87,PSG
25,202857,Karim Bellarabi,Deutschland,80,RM RF MS,83,Bayer 04
20,202652,Raheem Sterling,England,80,ZOM ST RF,86,Liverpool
21,202166,Julian Draxler,Deutschland,80,LM ZOM RM,85,FC Schalke 04
22,200454,Paco Alcácer,Spanien,80,ST,86,Valencia CF
26,199987,Jasper Cillessen,Niederlande,80,TW,84,Ajax
24,199482,Anthony Lopes,Portugal,80,TW,85,Olympique Lyon
26,199434,Dušan Tadić,Serbien,80,LM RM ZOM,82,Southampton
24,198329,Rodrigo,Spanien,80,ST RF RM,86,Valencia CF
25,197242,Grzegorz Krychowiak,Polen,80,ZDM,84,Sevilla FC
29,196432,Enzo Pérez,Argentinien,80,ZM RM ZDM,80,Valencia CF
28,193532,Gary Medel,Chile,80,ZDM ZM,82,Inter
23,193348,Xherdan Shaqiri,Schweiz,80,ZOM LM RM,84,Inter
24,193130,André Schürrle,Deutschland,80,LM RM,83,VfL Wolfsburg
26,192883,Henrikh Mkhitaryan,Armenien,80,RM LM ZOM,83,Bor. Dortmund
26,192620,Holger Badstuber,Deutschland,80,IV LV,82,FC Bayern
30,192593,Danijel Subašić,Kroatien,80,TW,80,AS Monaco
22,192505,Romelu Lukaku,Belgien,80,ST,86,Everton
23,191032,Gökhan Töre,Türkei,80,RF LF RM LM,85,Beşiktaş JK
25,190972,Eduardo Salvio,Argentinien,80,RM,83,SL Benfica
27,190547,Kamil Glik,Polen,80,IV,82,Torino
24,190483,Douglas Costa,Brasilien,80,ZOM RF,84,FC Shakhtar
25,188943,Kevin Trapp,Deutschland,80,TW,84,Eint. Frankfurt
27,188428,Seydou Doumbia,Elfenbeinküste,80,ST,82,Roma
24,188253,James McCarthy,Republik Irland,80,ZDM ZM,83,Everton
25,188005,Camacho,Spanien,80,ZDM ZM,83,Málaga CF
27,186953,Onur Kıvrak,Türkei,80,TW,82,Trabzonspor
25,186627,Mario Balotelli,Italien,80,ST,83,Liverpool
25,186547,Mateo Musacchio,Argentinien,80,IV ZDM,86,Villarreal CF
28,185020,José Callejón,Spanien,80,ZOM,82,Napoli
28,184344,Leonardo Bonucci,Italien,80,IV,82,Juventus
26,183899,Pablo Piatti,Argentinien,80,LF LM,84,Valencia CF
25,183285,Mamadou Sakho,Frankreich,80,IV,81,Liverpool
33,182629,Beto,Portugal,80,TW,80,Sevilla FC
28,182495,Martín Cáceres,Uruguay,80,IV RV,82,Juventus
27,180819,Adam Lallana,England,80,ZOM RF LM,81,Liverpool
26,180216,Séamus Coleman,Republik Irland,80,RV,82,Everton
32,179752,Óscar Cardozo,Paraguay,80,ST,80,Trabzonspor
28,179527,Loïc Rémy,Frankreich,80,ST,80,Chelsea
26,178750,Sergio Asenjo,Spanien,80,TW,83,Villarreal CF
27,178562,Éver Banega,Argentinien,80,ZOM ZDM,85,Sevilla FC
28,178509,Olivier Giroud,Frankreich,80,ST,80,Arsenal
27,178005,Rui Patrício,Portugal,80,TW,83,Sporting CP
28,177644,Kiko Casilla,Spanien,80,TW,80,RCD Espanyol
26,177458,Sven Bender,Deutschland,80,ZDM,82,Bor. Dortmund
26,177413,Axel Witsel,Belgien,80,ZM ZDM,85,Zenit
25,176993,Bojan,Spanien,80,ZOM ST RF,83,Stoke City
27,173426,Simon Mignolet,Belgien,80,TW,80,Liverpool
27,172175,Kevin Mirallas,Belgien,80,LM RM,80,Everton
29,167943,Yohan Cabaye,Frankreich,80,ZM ZDM,80,PSG
30,167905,Antonio Valencia,Ecuador,80,RM RV RAV,80,Manchester Utd
28,167431,Gonzalo Castro,Deutschland,80,ZM RV RM,81,Bayer 04
30,166706,Martin Škrtel,Slowakei,80,IV,80,Liverpool
26,164859,Theo Walcott,England,80,RM,82,Arsenal
31,164435,Mbark Boussoufa,Marokko,80,ZOM,80,Lokomotiv
30,162131,Llorente,Spanien,80,ST,80,Juventus
30,159147,Loïc Perrin,Frankreich,80,IV,80,Saint-Etienne
29,158963,Lucas Biglia,Argentinien,80,ZDM ZM,80,Lazio
30,158626,Mathieu Debuchy,Frankreich,80,RV,80,Arsenal
28,157503,Alexandre Song,Kamerun,80,ZDM ZM,80,West Ham
30,157481,Raúl Albiol,Spanien,80,IV,80,Napoli
33,152999,Rodrigo Palacio,Argentinien,80,ST,80,Inter
30,152039,Daniel Agger,Dänemark,80,IV,80,Brøndby IF
30,150418,Mario Gomez,Deutschland,80,ST,80,Fiorentina
34,148711,Luisão,Brasilien,80,IV,80,SL Benfica
31,147782,Igor Denisov,Russland,80,ZDM,80,Dynamo Moskau
33,143632,Volkan Demirel,Türkei,80,TW,80,Fenerbahçe SK
34,142750,Lucho González,Argentinien,80,ZM,80,River Plate
31,137262,Stefan Kießling,Deutschland,80,ST,80,Bayer 04
30,136138,Diego,Brasilien,80,ZOM LM RM,80,Fenerbahçe SK
33,136130,Alex,Brasilien,80,IV,80,Milan
33,116494,Cédric Carrasso,Frankreich,80,TW,80,Bordeaux
32,115533,Diego Benaglio,Schweiz,80,TW,80,VfL Wolfsburg
33,113422,David Villa,Spanien,80,ST,80,NY City FC
31,112316,Jérémy Mathieu,Frankreich,80,IV LV,80,FC Barcelona
31,110677,Moyá,Spanien,80,TW,80,Atlético Madrid
33,53914,Phil Jagielka,England,80,IV,80,Everton
32,50542,Jermain Defoe,England,80,ST,80,Sunderland
31,49369,Fernando Torres,Spanien,80,L ST,80,Atlético Madrid
34,30110,Dimitar Berbatov,Bulgarien,80,ST ZOM,80,AS Monaco
33,24630,José Reina,Spanien,80,TW,80,FC Bayern
31,20775,Quaresma,Portugal,80,RF,80,FC Porto
37,11141,Miroslav Klose,Deutschland,80,ST,80,Lazio
34,8473,Tomáš Rosický,Tschechische Repub.,80,ZOM RM,80,Arsenal
34,4098,Tiago,Portugal,80,ZM ZDM,80,Atlético Madrid
38,1238,Francesco Totti,Italien,80,MS LF,80,Roma
22,216594,Nabil Fékir,Frankreich,79,ZOM ST LF,86,Olympique Lyon
23,207566,William Carvalho,Portugal,79,ZDM ZM,86,Sporting CP
23,205566,Alberto Moreno,Spanien,79,LAV LV LM,84,Liverpool
23,204963,Carvajal,Spanien,79,RV,83,Real Madrid
24,204525,Iñigo Martínez,Spanien,79,IV,83,Real Sociedad
21,202556,Memphis Depay,Niederlande,79,LF,87,PSV
25,201862,Marcos Rojo,Argentinien,79,IV LV,82,Manchester Utd
23,200610,Kevin Volland,Deutschland,79,RM ST MS,84,TSG Hoffenheim
25,199715,Vitolo,Spanien,79,LM,82,Sevilla FC
26,199626,André André,Portugal,79,ZM ZDM,82,Vit. Guimarães
28,199561,Nolito,Spanien,79,LF LM,79,Celta Vigo
22,199503,Granit Xhaka,Schweiz,79,ZM ZOM,83,Bor. M'gladbach
24,199304,Danilo,Brasilien,79,RV,85,FC Porto
24,198219,Lorenzo Insigne,Italien,79,ZOM MS,85,Napoli
23,198176,Stefan de Vrij,Niederlande,79,IV,84,Lazio
30,196150,Teófilo Gutiérrez,Kolumbien,79,ST,79,Freie Spieler
26,195086,Dejan Lovren,Kroatien,79,IV,81,Liverpool
25,193476,Rémy Cabella,Frankreich,79,RM ZOM,83,Newcastle Utd
24,193061,Roberto Pereyra,Argentinien,79,ZOM ZM,85,Juventus
28,193041,Keylor Navas,Costa Rica,79,TW,79,Real Madrid
24,192774,Kostas Manolas,Griechenland,79,IV,84,Roma
32,192615,Marko Baša,Montenegro,79,IV,79,LOSC Lille
25,192387,Ciro Immobile,Italien,79,ST,83,Bor. Dortmund
26,191740,Ander Herrera,Spanien,79,ZM ZOM,84,Manchester Utd
25,190815,Daley Blind,Niederlande,79,ZDM LV ZM,83,Manchester Utd
25,190584,Illarramendi,Spanien,79,ZM ZDM,84,Real Madrid
24,190531,Eliaquim Mangala,Frankreich,79,IV,83,Manchester City
24,190286,Canales,Spanien,79,ZOM LF LM,83,Real Sociedad
28,189690,Guaita,Spanien,79,TW,80,Getafe CF
22,189575,Muniaín,Spanien,79,LF ZOM,84,Athletic Bilbao
25,189250,Salomón Rondón,Venezuela,79,ST,82,Zenit
27,189156,Daniel Carriço,Portugal,79,IV ZDM,79,Sevilla FC
24,189117,Roman Bürki,Schweiz,79,TW,83,SC Freiburg
25,188829,Nicolas Nkoulou,Kamerun,79,IV,82,Marseille
27,188803,Taison,Brasilien,79,ZOM LF,80,FC Shakhtar
25,187735,Alan Dzagoev,Russland,79,ZOM ZDM LM,84,ZSKA Moskau
27,187072,Lars Stindl,Deutschland,79,ZOM ZM RM,81,Hannover 96
26,186832,Kwadwo Asamoah,Ghana,79,LM ZM,83,Juventus
27,186524,Filip Djordjevic,Serbien,79,ST,82,Lazio
26,186148,Ron-Robert Zieler,Deutschland,79,TW,83,Hannover 96
26,185239,Ömer Toprak,Türkei,79,IV,82,Bayer 04
25,184267,Yacine Brahimi,Algerien,79,LF RF,85,FC Porto
31,184120,Bruno,Spanien,79,ZM ZDM,79,Villarreal CF
25,183711,Jordan Henderson,England,79,ZM RM,84,Liverpool
29,183666,Roberto,Spanien,79,TW,79,Olympiakos CFP
27,183574,Max Kruse,Deutschland,79,MS ST,81,Bor. M'gladbach
26,183569,Eric Maxim Choupo-Moting,Kamerun,79,ST LM RM,82,FC Schalke 04
28,182879,Balázs Dzsudzsák,Ungarn,79,LM RM,81,Dynamo Moskau
29,181786,Vedran Ćorluka,Kroatien,79,IV,79,Lokomotiv
26,181458,Ivan Perišić,Kroatien,79,LM RM,82,VfL Wolfsburg
28,180826,Luiz Adriano,Brasilien,79,ST,79,FC Shakhtar
30,180432,Hernanes,Brasilien,79,ZM,79,Inter
30,179875,Dame N'Doye,Senegal,79,ST,79,Hull City
26,179783,Ralf Fährmann,Deutschland,79,TW,82,FC Schalke 04
26,179645,Simon Kjær,Dänemark,79,IV,80,LOSC Lille
30,176949,Bryan Ruíz,Costa Rica,79,ZOM RM,79,Fulham
25,176571,André Ayew,Ghana,79,LM ZM,82,Marseille
28,176266,Lucas Leiva,Brasilien,79,ZDM ZM,79,Liverpool
28,175379,Pedro León,Spanien,79,RM RF ZOM,80,Getafe CF
28,173909,Kevin-Prince Boateng,Ghana,79,ZM ZOM ZDM ST,81,FC Schalke 04
29,172124,Moussa Sow,Senegal,79,LF MS,79,Fenerbahçe SK
28,171897,Andrés Guardado,Mexiko,79,ZM ZDM LV,79,PSV
27,171688,Fábio Coentrão,Portugal,79,LV,82,Real Madrid
29,171579,Raúl García,Spanien,79,ZOM RM ST,79,Atlético Madrid
28,171018,Mario Suárez,Spanien,79,ZM ZDM,81,Atlético Madrid
29,169051,Fredy Guarín,Kolumbien,79,ZM ZDM MS,80,Inter
30,168585,Ron Vlaar,Niederlande,79,IV,79,Aston Villa
34,167614,Roman Shirokov,Russland,79,ZM ZOM,79,FC Krasnodar
27,167599,Rasmus Elm,Schweden,79,ZDM,82,Kalmar FF
32,163419,Bacary Sagna,Frankreich,79,RV,79,Manchester City
28,162240,Moussa Dembélé,Belgien,79,ZM ZDM,79,Spurs
28,161754,Javi García,Spanien,79,ZDM ZM IV,80,Zenit
30,159065,Ezequiel Lavezzi,Argentinien,79,LF RF,79,PSG
31,158810,Gökhan Inler,Schweiz,79,ZDM ZM,79,Napoli
28,158121,Benoît Costil,Frankreich,79,TW,81,Stade Rennais
29,157960,Manuel Fernandes,Portugal,79,ZM ZDM ZOM,79,Lokomotiv
29,157304,Thomas Vermaelen,Belgien,79,IV LV,79,FC Barcelona
28,156142,Roman Eremenko,Finnland,79,ZOM LM ZDM ZM,82,ZSKA Moskau
29,153296,Yoann Gourcuff,Frankreich,79,ZOM ZM LF,79,Olympique Lyon
31,150656,Rio Antonio Mavuba,Frankreich,79,ZDM,79,LOSC Lille
30,146760,Juanfran,Spanien,79,RV,79,Atlético Madrid
30,146758,Soldado,Spanien,79,ST,79,Spurs
32,146741,Arbeloa,Spanien,79,RV,79,Real Madrid
32,146482,Xabi Prieto,Spanien,79,RF ZOM,79,Real Sociedad
