id,overall,name,position,age,team,nation,edition
18,8387,Arturo Vidal,ZDMZMLMLV,24,Juventus,Chile,fifa_2012
19,8384,Branislav Ivanović,IVRVLV,27,Chelsea,Serbien,fifa_2012
20,8388,Welliton,STMS,24,Spartak Moskau,Brasilien,fifa_2012
21,8386,Kévin Gameiro,STMS,24,PSG,Frankreich,fifa_2012
22,8386,Moussa Sow,STMS,25,LOSC Lille,Senegal,fifa_2012
23,8385,Renato Augusto,ZOMRMZMMS,23,Bay. Leverkusen,Brasilien,fifa_2012
1,8383,Liedson,ST,33,Corinthians,Portugal,fifa_2012
2,8383,Andrei Arshavin,LF,30,Arsenal,Russland,fifa_2012
3,8385,Arda Turan,LFLMZOMRM,24,Atlético Madrid,Türkei,fifa_2012
4,8385,Michel Bastos,LMLFRM,28,Olympique Lyon,Brasilien,fifa_2012
5,8386,Giampaolo Pazzini,STMS,27,Inter,Italien,fifa_2012
6,8383,Luís Fabiano,STMS,30,Sao Paulo,Brasilien,fifa_2012
7,8386,DiegoL,ZOMMSZMRM,26,Atlético Madrid,Brasilien,fifa_2012
8,8384,Alex,IV,29,Chelsea,Brasilien,fifa_2012
9,8386,Nilmar,STMS,27,Villarreal CF,Brasilien,fifa_2012
10,8385,Kolo Touré,IVRVZDM,30,Manchester City,Elfenbeinküste,fifa_2012
11,8386,Daniele De Rossi,ZDMZMIV,28,Roma,Italien,fifa_2012
12,8384,Tim Wiese,TW,29,Werder Bremen,Deutschland,fifa_2012
13,8383,Pablo Aimar,ZOMMS,31,SL Benfica,Argentinien,fifa_2012
14,8383,Andrea Pirlo,ZMZOMZDM,32,Juventus,Italien,fifa_2012
15,8383,Antonio Cassano,MSZOMST,29,Milan,Italien,fifa_2012
16,8383,Nicolas Anelka,STRF,32,Chelsea,Frankreich,fifa_2012
17,8383,Morgan De Sanctis,TW,34,Napoli,Italien,fifa_2012
18,8383,Christian Abbiati,TW,34,Milan,Italien,fifa_2012
19,8383,Ryan Giggs,LMZM,37,Manchester Utd,Wales,fifa_2012
20,8290,Lucas,ZOMRF,19,Sao Paulo,Brasilien,fifa_2012
21,8290,Jack Wilshere,ZMZDMZOMLM,19,Arsenal,England,fifa_2012
22,8285,Shinji Kagawa,ZOMMSLMRM,22,Bor. Dortmund,Japan,fifa_2012
23,8286,Seydou Doumbia,STMSLF,23,ZSKA Moskau,Elfenbeinküste,fifa_2012
1,8284,Marcelo,LVLM,23,Real Madrid,Brasilien,fifa_2012
2,8285,Kevin-Prince Boateng,ZOMZMRMZDM,24,Milan,Ghana,fifa_2012
3,8286,Fábio Coentrão,LVLMZDM,23,Real Madrid,Portugal,fifa_2012
4,8285,Adam Johnson,LFLMRMRF,24,Manchester City,England,fifa_2012
5,8286,Stéphane M'Bia,IVZDM,25,Marseille,Kamerun,fifa_2012
6,8284,Theo Walcott,RFRM,22,Arsenal,England,fifa_2012
7,8284,Mbark Boussoufa,LMZOMLFMS,27,A Machatschkala,Marokko,fifa_2012
8,8283,Lassana Diarra,ZDMZM,26,Real Madrid,Frankreich,fifa_2012
9,8286,Miloš Krasić,RMLMRFLF,26,Juventus,Serbien,fifa_2012
10,8285,Ibrahim Afellay,LFZMZOMMS,25,FC Barcelona,Niederlande,fifa_2012
11,8284,Alexandre Song,ZDMZM,23,Arsenal,Kamerun,fifa_2012
12,8286,Raúl Albiol,IVZDM,25,Real Madrid,Spanien,fifa_2012
13,8282,Abdulkader Keita,MSRFSTLF,30,Elfenbeinküste,Elfenbeinküste,fifa_2012
14,8283,Aaron Lennon,RMLM,24,Tottenham,England,fifa_2012
15,8282,Klaas Jan Huntelaar,STMS,28,FC Schalke 04,Niederlande,fifa_2012
16,8282,Luisão,IV,30,SL Benfica,Brasilien,fifa_2012
17,8284,Raúl Meireles,ZMZDMLMRM,28,Chelsea,Portugal,fifa_2012
18,8284,Soldado,STMS,26,Valencia CF,Spanien,fifa_2012
19,8285,Negredo,STMS,26,Sevilla FC,Spanien,fifa_2012
20,8282,Walter Montillo,ZOMMS,27,Cruzeiro,Argentinien,fifa_2012
21,8282,Lucho González,ZMZOM,30,Marseille,Argentinien,fifa_2012
22,8282,Dario Srna,RMRVZM,29,Kroatien,Kroatien,fifa_2012
23,8282,Helton,TW,33,FC Porto,Brasilien,fifa_2012
1,8284,Emmanuel AdebayorL,STMS,27,Tottenham,Togo,fifa_2012
2,8283,Darren Bent,ST,27,Aston Villa,England,fifa_2012
3,8283,Mikel Arteta,ZMZOMRMZDM,29,Arsenal,Spanien,fifa_2012
4,8282,Ji Sung Park,RMLMZOMZM,30,Manchester Utd,"Korea, Republik",fifa_2012
5,8282,Dimitar Berbatov,STMS,30,Manchester Utd,Bulgarien,fifa_2012
6,8282,Claudio Pizarro,STMS,32,Werder Bremen,Peru,fifa_2012
7,8282,Michael Carrick,ZMZDMZOM,30,Manchester Utd,England,fifa_2012
8,8284,Quaresma,RFLFRMLM,27,Portugal,Portugal,fifa_2012
9,8282,Mark van Bommel,ZDMZM,34,Milan,Niederlande,fifa_2012
10,8282,Yossi BenayounL,ZOMRMLM,31,Arsenal,Israel,fifa_2012
11,8282,Scott Parker,ZMZDMRMZOM,30,Tottenham,England,fifa_2012
12,8282,Djibril Cissé,STRF,30,Lazio,Frankreich,fifa_2012
13,8282,Shay Given,TW,35,Aston Villa,Republik Irland,fifa_2012
14,8283,Roman Weidenfeller,TW,31,Bor. Dortmund,Deutschland,fifa_2012
15,8282,Javier Zanetti,ZDMRVLVZM,38,Inter,Argentinien,fifa_2012
16,8185,Yann M'Vila,ZDMZM,21,Stade Rennes,Frankreich,fifa_2012
17,8188,Mario Balotelli,STMS,21,Manchester City,Italien,fifa_2012
18,8186,Keisuke Honda,ZOMLMZMRM,25,ZSKA Moskau,Japan,fifa_2012
19,8187,Sebastian Giovinco,ZOMLFMSRF,24,Parma,Italien,fifa_2012
20,8185,Mamadou Sakho,IVLV,21,PSG,Frankreich,fifa_2012
21,8185,Adil Rami,IV,25,Valencia CF,Frankreich,fifa_2012
22,8185,Balázs Dzsudzsák,LMLFRFRM,24,A Machatschkala,Ungarn,fifa_2012
23,8185,Andy Carroll,ST,22,Liverpool,England,fifa_2012
1,8186,Alessandro Matri,STMS,27,Juventus,Italien,fifa_2012
2,8181,Eduardo,STMSLF,28,Kroatien,Kroatien,fifa_2012
3,8184,Mathieu Valbuena,RFZOMLF,26,Marseille,Frankreich,fifa_2012
4,8185,André Ayew,LMLFZOMZM,21,Marseille,Ghana,fifa_2012
5,8183,Matías Fernández,ZOMMS,25,Sporting CP,Chile,fifa_2012
6,8187,Claudio Marchisio,ZMLMZOMZDM,25,Juventus,Italien,fifa_2012
7,8189,Domenico Criscito,LVLMIV,24,Zenit,Italien,fifa_2012
8,8183,Varela,LFRFRM,26,FC Porto,Portugal,fifa_2012
9,8185,Asamoah Gyan,ST,25,Sunderland,Ghana,fifa_2012
10,8183,Juan Manuel Vargas,LMLAVLFZM,27,Fiorentina,Peru,fifa_2012
11,8184,Diego Alves,TW,26,Valencia CF,Brasilien,fifa_2012
12,8183,John Obi Mikel,ZDMZMZOM,24,Chelsea,Nigeria,fifa_2012
13,8181,André Dias,IV,32,Lazio,Brasilien,fifa_2012
14,8184,Borja Valero,ZOMZMRMMS,26,Villarreal CF,Spanien,fifa_2012
15,8185,Jérémy Ménez,ZOMRFLFRM,24,PSG,Frankreich,fifa_2012
16,8183,Riccardo Montolivo,ZMZOMZDM,26,Fiorentina,Italien,fifa_2012
17,8183,Bafétimbi Gomis,STMS,26,Olympique Lyon,Frankreich,fifa_2012
18,8182,Salomon Kalou,RFMSLF,26,Chelsea,Elfenbeinküste,fifa_2012
19,8185,Aiden McGeady,RMLMZOMLF,25,Spartak Moskau,Republik Irland,fifa_2012
20,8181,Yuriy Zhirkov,LMLVZOMZM,28,A Machatschkala,Russland,fifa_2012
21,8185,Yoann Gourcuff,ZOMZM,25,Olympique Lyon,Frankreich,fifa_2012
22,8181,Alex,ZOMZMLMMS,29,Corinthians,Brasilien,fifa_2012
23,8184,Rio Antonio Mavuba,ZDMZM,27,LOSC Lille,Frankreich,fifa_2012
1,8184,Bruno Alves,IV,29,Zenit,Portugal,fifa_2012
2,8185,Vágner Love,STMS,27,ZSKA Moskau,Brasilien,fifa_2012
3,8181,Anthony Réveillère,RVRAVLV,31,Olympique Lyon,Frankreich,fifa_2012
4,8184,Fábio,TW,30,Cruzeiro,Brasilien,fifa_2012
5,8183,Marouane Chamakh,STMS,27,Arsenal,Marokko,fifa_2012
6,8181,Iraizoz,TW,30,Athletic Bilbao,Spanien,fifa_2012
7,8183,Jérémy Toulalan,ZDMZMIV,27,Málaga CF,Frankreich,fifa_2012
8,8183,Jaroslav Plašil,ZMZOMRMLM,29,Bordeaux,Tschechische Repub.,fifa_2012
9,8186,Mirko Vučinić,LFSTMSLM,27,Juventus,Montenegro,fifa_2012
10,8185,Alberto AquilaniL,ZMZOMZDM,27,Milan,Italien,fifa_2012
11,8181,Zvjezdan Misimović,ZOMZMRMMS,29,Dynamo Moskau,Bosnien-Herzegowina,fifa_2012
12,8181,Alou Diarra,ZDMZMIV,30,Marseille,Frankreich,fifa_2012
13,8181,Stefano Mauri,ZOMLMZMLF,31,Lazio,Italien,fifa_2012
14,8181,Jermain Defoe,ST,28,Tottenham,England,fifa_2012
15,8183,Thiago Motta,ZDMZMZOMLM,29,Inter,Italien,fifa_2012
16,8181,Kevin Kuranyi,STMS,29,Dynamo Moskau,Deutschland,fifa_2012
17,8183,Brede Hangeland,IV,30,Fulham,Norwegen,fifa_2012
18,8181,Raúl,MSSTZOM,34,FC Schalke 04,Spanien,fifa_2012
19,8181,Mladen Petrić,STMSZOM,30,Hamburger SV,Kroatien,fifa_2012
20,8181,Joaquín,RFRMZOM,30,Málaga CF,Spanien,fifa_2012
21,8184,Philippe Mexès,IVRV,29,Milan,Frankreich,fifa_2012
22,8182,Tim Howard,TW,32,Everton,USA,fifa_2012
23,8181,Brad Friedel,TW,40,Tottenham,USA,fifa_2012
1,8181,Javier Saviola,STMS,29,SL Benfica,Argentinien,fifa_2012
2,8181,Marco Di Vaio,STMS,35,Bologna,Italien,fifa_2012
3,8181,Mark Schwarzer,TW,38,Fulham,Australien,fifa_2012
4,8181,Emre,ZMZOMZDM,30,Türkei,Türkei,fifa_2012
5,8084,Leandro Damião,ST,22,I. Porto Alegre,Brasilien,fifa_2012
6,8084,De Gea,TW,20,Manchester Utd,Spanien,fifa_2012
7,8090,Christian Eriksen,ZOMZM,19,Ajax,Dänemark,fifa_2012
8,8085,Marvin Martin,ZOMZMRM,23,FC Sochaux,Frankreich,fifa_2012
9,8083,Mauricio Isla,RMRAVZMRV,23,Udinese,Chile,fifa_2012
10,8083,Thiago Neves,ZOMMS,26,Flamengo,Brasilien,fifa_2012
11,8080,Andrei Murgu,STMSLF,32,Cesena,Rumänien,fifa_2012
12,8085,Nicolás Gaitán,RMLMZOM,23,SL Benfica,Argentinien,fifa_2012
13,8082,Diego Godín,IV,25,Atlético Madrid,Uruguay,fifa_2012
14,8087,Andrea Ranocchia,IV,23,Inter,Italien,fifa_2012
15,8084,Benedikt Höwedes,IVRVLVZDM,23,FC Schalke 04,Deutschland,fifa_2012
16,8084,Marko Marin,LMLFZOMRM,23,Werder Bremen,Deutschland,fifa_2012
17,8085,Rui Patrício,TW,23,Sporting CP,Portugal,fifa_2012
18,8084,Mehdi Benatia,IVRV,24,Udinese,Marokko,fifa_2012
19,8085,Jan Vertonghen,IVZDMZMLV,24,Ajax,Belgien,fifa_2012
20,8082,Naldo,IV,28,Werder Bremen,Brasilien,fifa_2012
21,8084,Daniel Sturridge,STMSRFLF,22,Chelsea,England,fifa_2012
22,8084,Micah Richards,RVIVZDM,23,Manchester City,England,fifa_2012
23,8084,Freddy Guarín,ZMZOMZDMRM,25,FC Porto,Kolumbien,fifa_2012
1,8083,Javi García,ZDMZMIV,24,SL Benfica,Spanien,fifa_2012
2,8080,Fabio Quagliarella,STMSLFLM,28,Juventus,Italien,fifa_2012
3,8082,Gökhan Inler,ZMZDM,27,Napoli,Schweiz,fifa_2012
4,8082,Charlie Adam,ZMZOM,25,Liverpool,Schottland,fifa_2012
5,8081,Clint Dempsey,LMMSRMST,28,Fulham,USA,fifa_2012
6,8087,Mauro ZárateL,MSLFRF,24,Inter,Argentinien,fifa_2012
7,8080,Rodrigo Palacio,MSRFLF,29,Genoa,Argentinien,fifa_2012
8,8082,Gaël Clichy,LVLM,26,Manchester City,Frankreich,fifa_2012
9,8080,Christian Maggio,RMRAVRFRV,29,Napoli,Italien,fifa_2012
10,8080,Ivica Olić,STMSZOM,31,Bayern München,Kroatien,fifa_2012
11,8080,Igor Denisov,ZDMZMZOMRM,27,Zenit,Russland,fifa_2012
12,8082,Marat Izmailov,ZOMRFLF,28,Sporting CP,Russland,fifa_2012
13,8083,Arbeloa,RVLVIV,28,Real Madrid,Spanien,fifa_2012
14,8083,Joleon Lescott,IVLV,29,Manchester City,England,fifa_2012
15,8086,Jadson,ZOMLMST,27,Brasilien,Brasilien,fifa_2012
16,8083,Joey Barton,ZMRM,28,QPR,England,fifa_2012
17,8082,Glen Johnson,RVLVRAVLAV,27,Liverpool,England,fifa_2012
18,8081,Felipe MeloL,ZDMZM,28,Galatasaray SK,Brasilien,fifa_2012
19,8081,Gomes,TW,30,Tottenham,Brasilien,fifa_2012
20,8080,Marco Borriello,ST,29,Roma,Italien,fifa_2012
21,8080,Anatoliy Tymoshchuk,ZDMZMIV,32,Bayern München,Ukraine,fifa_2012
22,8081,Michael Dawson,IV,27,Tottenham,England,fifa_2012
23,8082,Cédric Carrasso,TW,29,Bordeaux,Frankreich,fifa_2012
1,8080,Milan Baroš,STMS,29,Galatasaray SK,Tschechische Repub.,fifa_2012
2,8080,Tim Cahill,ZOMZM,31,Everton,Australien,fifa_2012
3,8081,Mathieu Bodmer,ZMZOMZDM,28,PSG,Frankreich,fifa_2012
4,8081,Ledley King,IVZDM,30,Tottenham,England,fifa_2012
5,8080,Jonathan Woodgate,IV,31,Stoke City,England,fifa_2012
6,8080,Matthew Etherington,LMLF,30,Stoke City,England,fifa_2012
7,8080,Steven Pienaar,LMRMZOMZM,29,Tottenham,Südafrika,fifa_2012
8,8080,Juan,IV,32,Roma,Brasilien,fifa_2012
9,8080,Benoît Pedretti,ZMZDMRM,30,LOSC Lille,Frankreich,fifa_2012
10,8080,Benoît Cheyrou,ZDMZMLM,30,Marseille,Frankreich,fifa_2012
11,8080,Souleymane Diawara,IV,32,Marseille,Senegal,fifa_2012
12,8081,Kim Källström,ZMZOMLMZDM,29,Olympique Lyon,Schweden,fifa_2012
13,8080,Rafael Márquez,IV,32,NY Red Bulls,Mexiko,fifa_2012
14,8080,Juan Román Riquelme,ZOMZM,33,Boca Juniors,Argentinien,fifa_2012
15,8080,Owen Hargreaves,ZDMZMRMRAV,30,Manchester City,England,fifa_2012
16,8080,Seydou Keita,ZDMZMZOM,31,FC Barcelona,Mali,fifa_2012
17,8080,Ruud van Nistelrooy,STMS,35,Málaga CF,Niederlande,fifa_2012
18,8080,Dejan Stanković,ZMZOMRMZDM,32,Inter,Serbien,fifa_2012
19,8080,Jamie Carragher,IVRV,33,Liverpool,England,fifa_2012
20,8080,Mickaël Landreau,TW,32,LOSC Lille,Frankreich,fifa_2012
21,8080,José Bosingwa,RVRMZDM,29,Chelsea,Portugal,fifa_2012
22,8080,Thierry Henry,MSST,34,NY Red Bulls,Frankreich,fifa_2012
23,8080,Sebastien Frey,TW,31,Genoa,Frankreich,fifa_2012
1,7984,André Schürrle,STLFMSZOM,20,Bay. Leverkusen,Deutschland,fifa_2012
2,7984,Nicolás Otamendi,IVRVLV,23,FC Porto,Argentinien,fifa_2012
3,7983,Ander Herrera,ZOMZMRMMS,22,Athletic Bilbao,Spanien,fifa_2012
4,7986,Thiago,ZOMZM,20,FC Barcelona,Spanien,fifa_2012
5,7983,Marco Reus,RMRFSTLF,22,Bor. M'gladbach,Deutschland,fifa_2012
6,7982,Bruno Ecuélé Manga,IVRV,23,FC Lorient,Gabun,fifa_2012
7,7985,Douglas,IVRV,23,FC Twente,Brasilien,fifa_2012
8,7986,Alan Dzagoev,ZOMZMRMRF,21,ZSKA Moskau,Russland,fifa_2012
9,7984,Wojciech Szczęsny,TW,21,Arsenal,Polen,fifa_2012
10,7983,Luiz Gustavo,ZDMZMLVIV,24,Bayern München,Brasilien,fifa_2012
11,7981,Aleksandar Kolarov,LVLM,25,Manchester City,Serbien,fifa_2012
12,7983,Ramires,ZMRMZDMZOM,24,Chelsea,Brasilien,fifa_2012
13,7984,Fernando,ZDMZMRV,24,FC Porto,Brasilien,fifa_2012
14,7983,Diego Perotti,LFRFZOMLM,23,Sevilla FC,Argentinien,fifa_2012
15,7983,Aurélien Chedjou,IVZDM,26,LOSC Lille,Kamerun,fifa_2012
16,7984,Vassilis Torosidis,RVZDMZMRM,26,Olympiakos CFP,Griechenland,fifa_2012
17,7986,Miralem Pjanić,ZOMLMZM,21,Roma,Bosnien-Herzegowina,fifa_2012
18,7983,Eren Derdiyok,STRF,23,Bay. Leverkusen,Schweiz,fifa_2012
19,7982,Didier Ya Konan,STMSZOMRF,27,Hannover 96,Elfenbeinküste,fifa_2012
20,7985,Nikolay Mihaylov,TW,23,FC Twente,Bulgarien,fifa_2012
21,7984,Éver Banega,ZMZDMZOMRM,23,Valencia CF,Argentinien,fifa_2012
22,7982,Pablo Osvaldo,STMS,25,Roma,Italien,fifa_2012
23,7981,Miguel Veloso,ZDMZMZOMLM,25,Genoa,Portugal,fifa_2012
1,7982,Cristian Ansaldi,LVRV,24,Rubin Kasan,Argentinien,fifa_2012
2,7983,Álvaro Pereira,LVLMLAV,25,FC Porto,Uruguay,fifa_2012
3,7985,Eljero Elia,LMLFZOM,24,Juventus,Niederlande,fifa_2012
4,7984,Steven Defour,ZMZDMZOMRM,23,FC Porto,Belgien,fifa_2012
5,7983,José Enrique,LV,25,Liverpool,Spanien,fifa_2012
6,7985,Ivan Rakitić,ZMZDMLMZOM,23,Sevilla FC,Kroatien,fifa_2012
7,7982,Rafinha,RVRMLV,25,Bayern München,Brasilien,fifa_2012
8,7982,Ari,STMSRFLF,25,Spartak Moskau,Brasilien,fifa_2012
9,7983,Salvatore Sirigu,TW,24,PSG,Italien,fifa_2012
10,7982,Morgan Amalfitano,ZMZOMRMRF,26,Marseille,Frankreich,fifa_2012
11,7980,Nicklas BendtnerL,STMSRFLF,23,Sunderland,Dänemark,fifa_2012
12,7981,Taye Taiwo,LV,26,Milan,Nigeria,fifa_2012
13,7985,Gary Cahill,IVZDM,25,Bolton,England,fifa_2012
14,7980,Alessandro Diamanti,ZOMRFLFMS,28,Bologna,Italien,fifa_2012
15,7982,Stéphane Sessègnon,ZOMRMLMMS,27,Sunderland,Benin,fifa_2012
16,7982,Nicolas Lombaerts,IVLV,26,Zenit,Belgien,fifa_2012
17,7979,Samir Handanovič,TW,27,Udinese,Slowenien,fifa_2012
18,7982,Hatem Ben Arfa,RFZOMLF,24,Newcastle Utd,Frankreich,fifa_2012
19,7981,Fred,ST,27,Fluminense,Brasilien,fifa_2012
20,7984,Kenwyne Jones,ST,26,Stoke City,Trinidad und Tobago,fifa_2012
21,7982,Niko Kranjčar,ZOMLMZM,27,Tottenham,Kroatien,fifa_2012
22,7979,Sergio Pellissier,STMS,32,Chievo Verona,Italien,fifa_2012
23,7979,Ireneusz Jeleń,STMSRFZOM,30,LOSC Lille,Polen,fifa_2012
1,7982,Jonás Gutiérrez,LMRMRFLF,28,Newcastle Utd,Argentinien,fifa_2012
2,7982,Federico Marchetti,TW,28,Lazio,Italien,fifa_2012
3,7980,Gabriel Milito,IVLV,30,Argentinien,Argentinien,fifa_2012
4,7979,Kléber,STMS,28,Palmeiras,Brasilien,fifa_2012
5,7979,Marco Storari,TW,34,Juventus,Italien,fifa_2012
6,7979,Danko Lazović,MSSTZOMRF,28,Zenit,Serbien,fifa_2012
7,7980,Mattia CassaniL,RVRAVRM,28,Fiorentina,Italien,fifa_2012
8,7982,Stefan Kießling,STMSZOMRF,27,Bay. Leverkusen,Deutschland,fifa_2012
9,7982,Luis Jiménez,ZOMLFRFMS,27,Chile,Chile,fifa_2012
10,7980,Andrea Barzagli,IVRV,30,Juventus,Italien,fifa_2012
11,7979,Julio Baptista,MSZOMZMST,29,Málaga CF,Brasilien,fifa_2012
12,7979,Elano,ZOMRMZMZDM,30,Santos,Brasilien,fifa_2012
13,7979,Marcos Senna,ZMZDM,35,Villarreal CF,Spanien,fifa_2012
14,7985,Jefferson,TW,28,Botafogo,Brasilien,fifa_2012
15,7980,Martín Demichelis,IVZDMLV,30,Málaga CF,Argentinien,fifa_2012
