id,overall,name,position,age,team,nation,edition
22,8590,Pauleta,ST,33,Paris Saint-Germain,Portugal,fifa_2007
23,8587,Savo Milosevic,ST,32,Osasuna,Serbien,fifa_2007
24,8589,Per Mertesacker,IV,21,SV Werder Bremen,Deutschland,fifa_2007
25,8588,Fernando Meira,IV,28,VfB Stuttgart,Portugal,fifa_2007
26,8589,Juan,IV,27,Bayer Leverkusen,Brasilien,fifa_2007
27,8585,Mauro Camoranesi,RM,29,Juventus,Italien,fifa_2007
28,8586,GaÃ«l Givet,IV,24,AS Monaco,Frankreich,fifa_2007
29,8589,Mario Yepes,IV,30,Paris Saint-Germain,Kolumbien,fifa_2007
30,8587,Walter AdriÃ¡n Samuel,IV,28,Inter Milan,Argentinien,fifa_2007
1,8590,Quaresma,RFL,22,F.C. Porto,Portugal,fifa_2007
2,8589,ValerÃ³n,ZOM,31,RC Deportivo La Coruna,Spanien,fifa_2007
3,8590,Paul Robinson,TW,26,Tottenham Hotspur,England,fifa_2007
4,8586,Xavi,ZM,26,F.C. Barcelona,Spanien,fifa_2007
5,8591,TomÃ¡s Rosicky,ZOM,25,Arsenal,Tschechische Repub.,fifa_2007
6,8587,Kakhaber Kaladze,IV,28,AC Milan,Georgien,fifa_2007
7,8588,William Gallas,IV,29,Chelsea,Frankreich,fifa_2007
8,8591,Alberto Gilardino,ST,24,AC Milan,Italien,fifa_2007
9,8590,Jaap Stam,IV,34,Ajax,Niederlande,fifa_2007
10,8586,Jamie Carragher,IV,28,Liverpool,England,fifa_2007
11,8590,Michael Owen,ST,26,Newcastle United,England,fifa_2007
12,8586,Cristiano Lucarelli,ST,30,Livorno,Italien,fifa_2007
13,8590,Rivaldo,ZOM,34,Olympiakos,Brasilien,fifa_2007
14,8591,MickaÃ«l Landreau,TW,27,Paris Saint-Germain,Frankreich,fifa_2007
15,8589,Patrick Vieira,ZDM,30,Inter Milan,Frankreich,fifa_2007
16,8588,Christian Abbiati,TW,29,Torino,Italien,fifa_2007
17,8586,Roberto Ayala,IV,33,Valencia,Argentinien,fifa_2007
18,8486,Robert Enke,TW,29,Hannover 96,Deutschland,fifa_2007
19,8493,Salomon Kalou,MS,21,Chelsea,ElfenbeinkÃ¼ste,fifa_2007
20,8494,Lionel Messi,RA,19,F.C. Barcelona,Argentinien,fifa_2007
21,8492,Sergio Ramos,IV,20,Real Madrid C.F.,Spanien,fifa_2007
22,8487,Ivica Olic,ST,26,Croatia,Kroatien,fifa_2007
23,8488,Volkan Demirel,TW,24,FenerbahÃ§e SK,TÃ¼rkei,fifa_2007
24,8486,Gabriel Milito,IV,25,Real Zaragoza,Argentinien,fifa_2007
25,8486,Luis Fabiano,ST,25,Sevilla F.C.,Brasilien,fifa_2007
26,8486,Kolo Toure,IV,25,Arsenal,ElfenbeinkÃ¼ste,fifa_2007
27,8486,Luis GarcÃ­a,MS,28,Liverpool,Spanien,fifa_2007
28,8491,Mirko Vucinic,ST,22,Lecce,Serbien,fifa_2007
29,8485,ValdÃ©s,TW,24,F.C. Barcelona,Spanien,fifa_2007
30,8485,Ledley King,IV,25,Tottenham Hotspur,England,fifa_2007
1,8488,Lincoln,ZOM,27,FC Schalke 04,Brasilien,fifa_2007
2,8483,Predrag Djordjevic,LM,34,Olympiakos,Serbien,fifa_2007
3,8487,Xabi Alonso,ZM,24,Liverpool,Spanien,fifa_2007
4,8486,Lucas Ademar Bernardi,ZM,28,AS Monaco,Argentinien,fifa_2007
5,8488,Didier Drogba,ST,28,Chelsea,ElfenbeinkÃ¼ste,fifa_2007
6,8485,Claudio Pizarro,ST,27,Bayern Munich,Peru,fifa_2007
7,8489,JosÃ© Reina,TW,23,Liverpool,Spanien,fifa_2007
8,8487,Mladen Krstajic,IV,32,FC Schalke 04,Serbien,fifa_2007
9,8485,Guti,ZOM,29,Real Madrid C.F.,Spanien,fifa_2007
10,8484,Gabriel Heinze,IV,28,Manchester United,Argentinien,fifa_2007
11,8485,Robin van Persie,ST,23,Arsenal,Niederlande,fifa_2007
12,8487,Antonios Nikopolidis,TW,34,Olympiakos,Griechenland,fifa_2007
13,8489,Emerson,ZDM,30,Real Madrid C.F.,Brasilien,fifa_2007
14,8486,Stilian Petrov,ZM,27,Celtic,Bulgarien,fifa_2007
15,8485,Tamudo,ST,28,R.C.D. Espanyol,Spanien,fifa_2007
16,8490,Roman Weidenfeller,TW,26,Borussia Dortmund,Deutschland,fifa_2007
17,8484,Johan Micoud,ZOM,33,Bordeaux,Frankreich,fifa_2007
18,8486,Frank Rost,TW,33,FC Schalke 04,Deutschland,fifa_2007
19,8491,Willy Sagnol,RAV,29,Bayern Munich,Frankreich,fifa_2007
20,8486,Hasan ÅaÅ,RFL,30,Galatasaray SK,TÃ¼rkei,fifa_2007
21,8490,Sebastian Deisler,RM,26,Bayern Munich,Deutschland,fifa_2007
22,8490,Ryan Giggs,LM,32,Manchester United,Wales,fifa_2007
23,8384,Teodor Petrovici,ST,24,Fiorentina,RumÃ¤nien,fifa_2007
24,8390,Fred,ST,22,Olympique Lyonnais,Brasilien,fifa_2007
25,8389,Ricardo Oliveira,ST,26,Real Betis,Brasilien,fifa_2007
26,8391,Valeri Bojinov,ST,20,Juventus,Bulgarien,fifa_2007
27,8392,Klaas Jan Huntelaar,ST,23,Ajax,Niederlande,fifa_2007
28,8383,LiÃ©dson,ST,28,Sporting Lisbon,Brasilien,fifa_2007
29,8390,Andrey Arshavin,ZOM,25,Russia,Russland,fifa_2007
30,8384,Dmitriy Sennikov,IV,30,Russia,Russland,fifa_2007
1,8388,Eric Abidal,LV,27,Olympique Lyonnais,Frankreich,fifa_2007
2,8385,Roberto Carlos Abbondanzieri,TW,34,Getafe,Argentinien,fifa_2007
3,8386,Ãmit Karan,ST,29,Galatasaray SK,TÃ¼rkei,fifa_2007
4,8386,Esteban Cambiasso,ZDM,26,Inter Milan,Argentinien,fifa_2007
5,8390,Peter Osaze Odemwingie,ST,25,Lille Osc,Nigeria,fifa_2007
6,8386,Marco Amelia,TW,24,Livorno,Italien,fifa_2007
7,8389,Marek Mintal,MS,28,FC NÃ¼rnberg,Slowakei,fifa_2007
8,8385,Martin JÃ¸rgensen,LFL,29,Fiorentina,DÃ¤nemark,fifa_2007
9,8390,Diego,ZOM,21,SV Werder Bremen,Brasilien,fifa_2007
10,8387,Pablo,IV,25,AtlÃ©tico Madrid,Spanien,fifa_2007
11,8382,Gilberto,LM,30,Hertha BSC Berlin,Brasilien,fifa_2007
12,8385,Bennedict Saul McCarthy,ST,28,Blackburn Rovers,SÃ¼dafrika,fifa_2007
13,8387,FernandÃ£o,ST,28,Internacional,Brasilien,fifa_2007
14,8384,Eduardo,ST,26,Grasshoppers ZÃ¼rich,Brasilien,fifa_2007
15,8385,Tommaso Rocchi,RA,28,Lazio,Italien,fifa_2007
16,8388,Jermain Defoe,ST,23,Tottenham Hotspur,England,fifa_2007
17,8390,Thomas Kahlenberg,ZOM,23,AJ Auxerre,DÃ¤nemark,fifa_2007
18,8385,Daniel Majstorovic,IV,29,FC Basel 1893,Schweden,fifa_2007
19,8388,RaÃºl,MS,29,Real Madrid C.F.,Spanien,fifa_2007
20,8390,Florent Malouda,LFL,26,Olympique Lyonnais,Frankreich,fifa_2007
21,8383,Daniele Bonera,IV,25,AC Milan,Italien,fifa_2007
22,8386,ValÃ©rien IsmaÃ«l,IV,30,Bayern Munich,Frankreich,fifa_2007
23,8386,Jon Dahl Tomasson,ST,29,VfB Stuttgart,DÃ¤nemark,fifa_2007
24,8385,Philippe MexÃ¨s,IV,24,AS Roma,Frankreich,fifa_2007
25,8393,Ronaldo,ST,29,Real Madrid C.F.,Brasilien,fifa_2007
26,8381,Scott Chipperfield,LM,30,FC Basel 1893,Australien,fifa_2007
27,8390,Dimitar Berbatov,ST,25,Tottenham Hotspur,Bulgarien,fifa_2007
28,8384,Helguera,IV,31,Real Madrid C.F.,Spanien,fifa_2007
29,8387,Yeste,ZOM,26,Athletic de Bilbao,Spanien,fifa_2007
30,8387,Maniche,ZOM,28,Portugal,Portugal,fifa_2007
1,8385,Sami HyypiÃ¤,IV,32,Liverpool,Finnland,fifa_2007
2,8386,Jan Koller,ST,33,AS Monaco,Tschechische Repub.,fifa_2007
3,8386,Santiago HernÃ¡n Solari,LFL,29,Inter Milan,Argentinien,fifa_2007
4,8391,Djibril CissÃ©,ST,25,Marseille,Frankreich,fifa_2007
5,8390,Antonio Cassano,ST,24,Real Madrid C.F.,Italien,fifa_2007
6,8386,Freddie Ljungberg,RM,29,Arsenal,Schweden,fifa_2007
7,8386,Igor Tudor,IV,28,Juventus,Kroatien,fifa_2007
8,8385,Eugenio Corini,ZM,36,Palermo,Italien,fifa_2007
9,8388,Cafu,RV,36,AC Milan,Brasilien,fifa_2007
10,8384,Simao,LFL,26,Benfica,Portugal,fifa_2007
11,8384,Julio Ricardo Cruz,ST,31,Inter Milan,Argentinien,fifa_2007
12,8386,Louis Saha,ST,28,Manchester United,Frankreich,fifa_2007
13,8387,Ricardo Carvalho,IV,28,Chelsea,Portugal,fifa_2007
14,8388,Shaun Wright-Phillips,RFL,24,Chelsea,England,fifa_2007
15,8389,Harry Kewell,LFL,27,Liverpool,Australien,fifa_2007
16,8389,Shay Given,TW,30,Newcastle United,Republik Irland,fifa_2007
17,8385,Mateja Kezman,ST,27,FenerbahÃ§e SK,Serbien,fifa_2007
18,8385,Robert Pires,LM,32,Villarreal,Frankreich,fifa_2007
19,8383,Yildiray BastÃ¼rk,ZOM,27,Hertha BSC Berlin,TÃ¼rkei,fifa_2007
20,8384,Marco Di Vaio,ST,30,AS Monaco,Italien,fifa_2007
21,8388,Angelo Peruzzi,TW,36,Lazio,Italien,fifa_2007
22,8388,Christian WÃ¶rns,IV,34,Borussia Dortmund,Deutschland,fifa_2007
23,8382,FrÃ©dÃ©ric KanoutÃ©,ST,28,Sevilla F.C.,Mali,fifa_2007
24,8288,Bernado Valerio,IV,32,Inter Milan,Italien,fifa_2007
25,8284,Luis Amaranto Perea,IV,27,AtlÃ©tico Madrid,Kolumbien,fifa_2007
26,8290,Rafael Sobis,LA,21,Internacional,Brasilien,fifa_2007
27,8286,Ariel Miguel Ibagaza,ZOM,30,AtlÃ©tico Madrid,Argentinien,fifa_2007
28,8290,JesÃºs Navas,RFL,20,Sevilla F.C.,Spanien,fifa_2007
29,8284,NicolÃ¡s Frutos,ST,25,Rsc Anderlecht,Argentinien,fifa_2007
30,8284,Baraja,ZM,31,Valencia,Spanien,fifa_2007
1,8284,Daniel Alberto DÃ­az,IV,27,Boca Juniors,Argentinien,fifa_2007
2,8288,AndrÃ©s D'Alessandro,ZOM,25,Real Zaragoza,Argentinien,fifa_2007
3,8283,Andrea Barzagli,IV,25,Palermo,Italien,fifa_2007
4,8285,Khalid Boulahrouz,IV,24,Chelsea,Niederlande,fifa_2007
5,8287,Ricardo,TW,34,Osasuna,Spanien,fifa_2007
6,8292,Nilmar,RA,22,Corinthians,Brasilien,fifa_2007
7,8285,Marc Planus,IV,24,Bordeaux,Frankreich,fifa_2007
8,8284,Juanito,IV,30,Real Betis,Spanien,fifa_2007
9,8289,Bastian Schweinsteiger,LM,22,Bayern Munich,Deutschland,fifa_2007
10,8290,Philipp Lahm,LAV,22,Bayern Munich,Deutschland,fifa_2007
11,8286,Simon Rolfes,ZDM,24,Bayer Leverkusen,Deutschland,fifa_2007
12,8289,Jean Makoun,ZDM,23,Lille Osc,Kamerun,fifa_2007
13,8286,Paulo Ferreira,RV,27,Chelsea,Portugal,fifa_2007
14,8286,Jorge Andrade,IV,28,RC Deportivo La Coruna,Portugal,fifa_2007
15,8289,JosÃ© Antonio Reyes,ST,22,Arsenal,Spanien,fifa_2007
16,8282,Oleguer,IV,26,F.C. Barcelona,Spanien,fifa_2007
17,8284,David Velasquez Suazo,ST,26,Cagliari,Honduras,fifa_2007
18,8281,Alberto,RM,31,Siena,Brasilien,fifa_2007
19,8282,Francesco Flachi,ST,31,Sampdoria,Italien,fifa_2007
20,8285,Manuel Friedrich,IV,26,Mainz,Deutschland,fifa_2007
21,8283,Matthew Upson,IV,27,Birmingham City,England,fifa_2007
22,8289,Kasey Keller,TW,36,Monchengladbach,USA,fifa_2007
23,8283,PavÃ³n,IV,26,Real Madrid C.F.,Spanien,fifa_2007
24,8288,Diego ForlÃ¡n,ST,27,Villarreal,Uruguay,fifa_2007
25,8287,Morten Gamst Pedersen,LM,25,Blackburn Rovers,Norwegen,fifa_2007
26,8283,Fabio Bazzani,ST,29,Sampdoria,Italien,fifa_2007
27,8286,Fabio Liverani,ZM,30,Fiorentina,Italien,fifa_2007
28,8286,Tomas Ujfalusi,IV,28,Fiorentina,Tschechische Repub.,fifa_2007
29,8283,Barry Ferguson,ZM,28,Rangers,Schottland,fifa_2007
30,8289,Ashley Cole,LV,25,Arsenal,England,fifa_2007
1,8290,Kim KÃ¤llstrÃ¶m,ZOM,24,Olympique Lyonnais,Schweden,fifa_2007
2,8288,Tim Borowski,ZM,26,SV Werder Bremen,Deutschland,fifa_2007
3,8287,Dado Prso,ST,31,Rangers,Kroatien,fifa_2007
4,8282,Shunsuke Nakamura,ZOM,28,Celtic,Japan,fifa_2007
5,8290,Michael Carrick,ZM,25,Manchester United,England,fifa_2007
6,8290,Andreas Isaksson,TW,24,Manchester City,Schweden,fifa_2007
7,8289,Costinha,ZM,31,AtlÃ©tico Madrid,Portugal,fifa_2007
8,8284,Mark van Bommel,ZM,29,Bayern Munich,Niederlande,fifa_2007
9,8286,Dirk Kuyt,ST,26,Liverpool,Niederlande,fifa_2007
10,8284,Marchena,IV,27,Valencia,Spanien,fifa_2007
11,8289,Pablo CÃ©sar Aimar,ZOM,26,Real Zaragoza,Argentinien,fifa_2007
12,8283,Josip Simunic,IV,28,Hertha BSC Berlin,Kroatien,fifa_2007
13,8287,Ivan Klasnic,ST,26,SV Werder Bremen,Kroatien,fifa_2007
14,8285,Mark Viduka,ST,30,Middlesbrough,Australien,fifa_2007
15,8282,David Di Michele,MS,30,Palermo,Italien,fifa_2007
16,8282,Cristian Chivu,LV,25,AS Roma,RumÃ¤nien,fifa_2007
17,8288,Olivier Monterrubio,ZOM,30,Rennes,Frankreich,fifa_2007
18,8283,Per Nielsen,IV,32,BrÃ¸ndby IdrÃ¦tsforening,DÃ¤nemark,fifa_2007
19,8283,Mikael Silvestre,IV,29,Manchester United,Frankreich,fifa_2007
20,8281,Fernando Morientes,ST,30,Valencia,Spanien,fifa_2007
21,8286,Simone Perrotta,ZM,28,AS Roma,Italien,fifa_2007
22,8290,Tiago,ZM,25,Olympique Lyonnais,Portugal,fifa_2007
23,8285,Bonaventure Kalou,ZOM,28,Paris Saint-Germain,ElfenbeinkÃ¼ste,fifa_2007
24,8285,Sebastien Frey,TW,26,Fiorentina,Frankreich,fifa_2007
25,8284,Couto,IV,37,Parma,Portugal,fifa_2007
26,8288,Paolo Maldini,IV,38,AC Milan,Italien,fifa_2007
27,8286,JÃ©rÃ´me Rothen,LFL,28,Paris Saint-Germain,Frankreich,fifa_2007
28,8282,Roberto Muzzi,MS,34,Torino,Italien,fifa_2007
29,8283,Jesper GrÃ¸nkjÃ¦r,LFL,29,Football Club KÃ¸benhavn,DÃ¤nemark,fifa_2007
30,8284,Dean Ashton,MS,22,West Ham United,England,fifa_2007
1,8290,Iniesta,ZM,22,F.C. Barcelona,Spanien,fifa_2007
2,8189,Hedwiges Maduro,ZM,21,Ajax,Niederlande,fifa_2007
3,8188,De la PeÃ±a,ZM,30,R.C.D. Espanyol,Spanien,fifa_2007
4,8183,Dimitris Papadopoulos,ST,24,Panathinaikos,Griechenland,fifa_2007
5,8187,Sergey Ovchinnikov,TW,35,Russia,Russland,fifa_2007
6,8180,Dmitriy Loskov,ZOM,32,Russia,Russland,fifa_2007
7,8185,Munitis,LFL,31,Racing de Santander,Spanien,fifa_2007
8,8186,Rafael,ST,21,FC ZÃ¼rich,Brasilien,fifa_2007
9,8181,Alexander Shovkovski,TW,31,Ukraine,Ukraine,fifa_2007
10,8180,GÃ¶kdeniz Karadeniz,RM,26,Trabzonspor,TÃ¼rkei,fifa_2007
11,8187,CÃ©sar Delgado,RA,25,Cruz Azul,Argentinien,fifa_2007
12,8183,DarÃ­o Anastacio VerÃ³n,IV,27,U.N.A.M.,Paraguay,fifa_2007
13,8189,Wesley Sneijder,LM,22,Ajax,Niederlande,fifa_2007
14,8190,Dmitriy Sytchev,ST,22,Russia,Russland,fifa_2007
15,8182,Luis Ernesto PÃ©rez,RM,25,Monterrey,Mexiko,fifa_2007
16,8187,Helton,TW,28,F.C. Porto,Brasilien,fifa_2007
17,8184,Vincenzo Sicignano,TW,31,Chievo Verona,Italien,fifa_2007
18,8186,Nigel Reo-Coker,ZM,22,West Ham United,England,fifa_2007
19,8182,David Rozehnal,IV,26,Paris Saint-Germain,Tschechische Repub.,fifa_2007
20,8184,Diego Lugano,IV,25,FenerbahÃ§e SK,Uruguay,fifa_2007
21,8182,VÃ¡gner Love,ST,22,Brazil,Brasilien,fifa_2007
22,8188,Marcos,TW,33,Palmeiras,Brasilien,fifa_2007
23,8189,Obafemi Martins,ST,21,Newcastle United,Nigeria,fifa_2007
24,8182,Lee Dong Gook,MS,27,Pohang Steelers,"Korea, Republik",fifa_2007
25,8190,Julio Baptista,ZOM,24,Real Madrid C.F.,Brasilien,fifa_2007
26,8181,Marcos Senna,ZM,30,Villarreal,Spanien,fifa_2007
27,8186,Anthony RÃ©veillÃ¨re,RV,26,Olympique Lyonnais,Frankreich,fifa_2007
28,8188,FÃ¡bio,TW,25,Cruzeiro,Brasilien,fifa_2007
29,8183,Rivas,IV,27,Real Betis,Spanien,fifa_2007
30,8185,Arnaldo Ariel Ortega,MS,32,River Plate,Argentinien,fifa_2007
1,8188,Michael Dawson,IV,22,Tottenham Hotspur,England,fifa_2007
2,8183,Antonio Di Natale,ST,28,Udinese,Italien,fifa_2007
3,8185,Danny Webber,ST,24,Sheffield United,England,fifa_2007
4,8182,Riccardo Zampagna,ST,31,Atalanta BC,Italien,fifa_2007
5,8192,JÃ©rÃ©my Toulalan,ZDM,22,Olympique Lyonnais,Frankreich,fifa_2007
6,8189,Carlos Idriss Kameni,TW,22,R.C.D. Espanyol,Kamerun,fifa_2007
7,8181,Mista,LA,27,AtlÃ©tico Madrid,Spanien,fifa_2007
8,8181,Nihat,MS,26,Villarreal,TÃ¼rkei,fifa_2007
9,8184,Maximiliano RodrÃ­guez,RA,25,AtlÃ©tico Madrid,Argentinien,fifa_2007
10,8183,Victor,RFL,30,Panathinaikos,Spanien,fifa_2007
11,8187,Yakubu Aiyegbeni,ST,23,Middlesbrough,Nigeria,fifa_2007
12,8185,Halil Altintop,ST,23,FC Schalke 04,TÃ¼rkei,fifa_2007
13,8183,Artur Boruc,TW,26,Celtic,Polen,fifa_2007
14,8183,Petri Pasanen,IV,25,SV Werder Bremen,Finnland,fifa_2007
15,8184,Efstathios Tavlaridis,IV,26,Lille Osc,Griechenland,fifa_2007
16,8187,Anton Ferdinand,IV,21,West Ham United,England,fifa_2007
17,8189,TomÃ¡s GalÃ¡sek,ZM,33,FC NÃ¼rnberg,Tschechische Repub.,fifa_2007
18,8185,Tim Wiese,TW,24,SV Werder Bremen,Deutschland,fifa_2007
19,8190,Tranquillo Barnetta,LFL,21,Bayer Leverkusen,Schweiz,fifa_2007
20,8191,Damien Duff,LFL,27,Newcastle United,Republik Irland,fifa_2007
21,8184,Mathieu Bodmer,ZM,23,Lille Osc,Frankreich,fifa_2007
22,8188,SÃ©bastien Squillaci,IV,26,Olympique Lyonnais,Frankreich,fifa_2007
23,8184,Jonathan Woodgate,IV,26,Real Madrid C.F.,England,fifa_2007
24,8184,Darren Bent,ST,22,Charlton Athletic,England,fifa_2007
25,8185,Aparecido R. CÃ©sar,LFL,31,Inter Milan,Brasilien,fifa_2007
26,8191,Philippe Senderos,IV,21,Arsenal,Schweiz,fifa_2007
27,8184,Cristian Zaccardo,RV,24,Palermo,Italien,fifa_2007
28,8183,Ernesto Javier ChevantÃ³n,ST,26,Sevilla F.C.,Uruguay,fifa_2007
29,8184,Rafael,IV,25,Lille Osc,Brasilien,fifa_2007
30,8186,Gilberto Silva,ZM,29,Arsenal,Brasilien,fifa_2007
1,8183,Mladen Petric,MS,25,FC Basel 1893,Kroatien,fifa_2007
2,8187,Paul Freier,RFL,27,Bayer Leverkusen,Deutschland,fifa_2007
3,8182,Jerzy Dudek,TW,33,Liverpool,Polen,fifa_2007
4,8186,BenoÃ®t Pedretti,ZDM,25,Olympique Lyonnais,Frankreich,fifa_2007
5,8181,Zdenek Grygera,IV,26,Ajax,Tschechische Repub.,fifa_2007
6,8186,Edmilson,ZDM,30,F.C. Barcelona,Brasilien,fifa_2007
7,8183,Kim Nam Il,ZDM,29,Suwon Bluewings,"Korea, Republik",fifa_2007
8,8184,Stephen Appiah,ZM,25,FenerbahÃ§e SK,Ghana,fifa_2007
9,8182,Simone Barone,ZM,28,Torino,Italien,fifa_2007
10,8183,Jan Vennegoor of H.,ST,27,Celtic,Niederlande,fifa_2007
11,8181,Sylvain Distin,IV,28,Manchester City,Frankreich,fifa_2007
12,8187,Roque Santa Cruz,MS,25,Bayern Munich,Paraguay,fifa_2007
13,8185,Vincenzo Iaquinta,ST,26,Udinese,Italien,fifa_2007
