id,overall,name,position,age,team,nation,edition
8,8485,Tamudo,ST,29,R.C.D. Espanyol,Spanien,fifa_2008
9,8489,GrÃ©gory Coupet,TW,34,Olympique Lyonnais,Frankreich,fifa_2008
10,8484,Johan Micoud,ZOM,34,FC Girondins Bordeaux,Frankreich,fifa_2008
11,8489,David Beckham,RM,32,Los Angeles Galaxy,England,fifa_2008
12,8488,Paul Scholes,ZOM,32,Manchester United,England,fifa_2008
13,8490,Iniesta,ZM,23,F.C. Barcelona,Spanien,fifa_2008
14,8384,Andrei Murgu,ST,28,Fiorentina,RumÃ¤nien,fifa_2008
15,8392,Luuk Hoedemaker,ST,24,Holland,Niederlande,fifa_2008
16,8386,Naldo,IV,24,SV Werder Bremen,Brasilien,fifa_2008
17,8389,Fred,ST,23,Olympique Lyonnais,Brasilien,fifa_2008
18,8387,Robert Enke,TW,30,Hannover 96,Deutschland,fifa_2008
19,8385,Jefferson FarfÃ¡n,RA,22,PSV Eindhoven,Peru,fifa_2008
20,8389,Ricardo Oliveira,ST,27,Real Zaragoza,Brasilien,fifa_2008
21,8383,Aiden McGeady,LFL,20,Celtic,Republik Irland,fifa_2008
22,8387,Aaron Lennon,RFL,20,Tottenham Hotspur,England,fifa_2008
23,8390,Lukas Podolski,MS,22,Bayern Munich,Deutschland,fifa_2008
24,8384,Klaas Jan Huntelaar,ST,24,Ajax,Niederlande,fifa_2008
25,8383,LiÃ©dson,ST,29,Sporting CP Lisbon,Brasilien,fifa_2008
26,8390,Andrey Arshavin,ZOM,26,Russia,Russland,fifa_2008
27,8387,Eric Abidal,LV,28,F.C. Barcelona,Frankreich,fifa_2008
28,8385,Daniel Alberto DÃ­az,IV,28,Getafe C.F.,Argentinien,fifa_2008
29,8389,Wesley Sneijder,ZM,23,Real Madrid C.F.,Niederlande,fifa_2008
30,8386,Roberto Carlos Abbondanzieri,TW,35,Getafe C.F.,Argentinien,fifa_2008
1,8385,PÃ¡vel Pardo,ZDM,31,VfB Stuttgart,Mexiko,fifa_2008
2,8386,Esteban Cambiasso,ZDM,27,Inter Milan,Argentinien,fifa_2008
3,8385,Obafemi Martins,ST,22,Newcastle United,Nigeria,fifa_2008
4,8386,Marco Amelia,TW,25,Livorno,Italien,fifa_2008
5,8382,Gilberto,LM,31,Hertha BSC Berlin,Brasilien,fifa_2008
6,8386,Alex,ZOM,29,FenerbahÃ§e SK,Brasilien,fifa_2008
7,8386,Pepe,IV,24,Real Madrid C.F.,Brasilien,fifa_2008
8,8389,Juninho,ZOM,32,Olympique Lyonnais,Brasilien,fifa_2008
9,8387,FernandÃ£o,MS,29,I. Porto Alegre,Brasilien,fifa_2008
10,8384,Marcelinho,ZOM,32,VfL Wolfsburg,Brasilien,fifa_2008
11,8386,Henrik Larsson,ST,35,Helsingborgs IF,Schweden,fifa_2008
12,8385,Florent Sinama-Pongolle,ST,22,R.C. Recreativo,Frankreich,fifa_2008
13,8385,Tommaso Rocchi,RA,29,Lazio,Italien,fifa_2008
14,8385,Ledley King,IV,26,Tottenham Hotspur,England,fifa_2008
15,8388,Thomas Kahlenberg,ZOM,24,AJ Auxerre,DÃ¤nemark,fifa_2008
16,8383,Daniele Bonera,IV,26,AC Milan,Italien,fifa_2008
17,8385,Barry Ferguson,ZM,29,Rangers,Schottland,fifa_2008
18,8385,Philippe MexÃ¨s,IV,25,AS Roma,Frankreich,fifa_2008
19,8381,Scott Chipperfield,LM,31,FC Basel 1893,Australien,fifa_2008
20,8384,Helguera,IV,32,Valencia C.F.,Spanien,fifa_2008
21,8386,Michael Carrick,ZM,26,Manchester United,England,fifa_2008
22,8386,Maniche,ZOM,29,AtlÃ©tico Madrid,Portugal,fifa_2008
23,8386,Mark van Bommel,ZM,30,Bayern Munich,Niederlande,fifa_2008
24,8385,Arne Friedrich,IV,28,Hertha BSC Berlin,Deutschland,fifa_2008
25,8386,Santiago HernÃ¡n Solari,LFL,30,Inter Milan,Argentinien,fifa_2008
26,8386,Antonio Cassano,ST,25,Sampdoria,Italien,fifa_2008
27,8384,Juan SebastiÃ¡n VerÃ³n,ZM,32,Argentina,Argentinien,fifa_2008
28,8386,Igor Tudor,IV,29,Croatia,Kroatien,fifa_2008
29,8385,Nicolas Anelka,ST,28,Bolton Wanderers,Frankreich,fifa_2008
30,8383,Eugenio Corini,ZM,37,Torino,Italien,fifa_2008
1,8388,Cafu,RV,37,AC Milan,Brasilien,fifa_2008
2,8384,Julio Ricardo Cruz,ST,32,Inter Milan,Argentinien,fifa_2008
3,8389,Dida,TW,33,AC Milan,Brasilien,fifa_2008
4,8388,Roman Weidenfeller,TW,27,Borussia Dortmund,Deutschland,fifa_2008
5,8385,Mateja Kezman,ST,28,FenerbahÃ§e SK,Serbien,fifa_2008
6,8382,Robert Pires,LM,33,Villarreal C.F.,Frankreich,fifa_2008
7,8385,Yildiray BastÃ¼rk,ZOM,28,VfB Stuttgart,TÃ¼rkei,fifa_2008
8,8384,Marco Di Vaio,ST,31,Genoa,Italien,fifa_2008
9,8386,Frank Rost,TW,34,Hamburg SV,Deutschland,fifa_2008
10,8387,Willy Sagnol,RAV,30,Bayern Munich,Frankreich,fifa_2008
11,8387,Jens Lehmann,TW,37,Arsenal FC,Deutschland,fifa_2008
12,8384,FrÃ©dÃ©ric KanoutÃ©,ST,29,Sevilla F.C.,Mali,fifa_2008
13,8384,Robbie Keane,ST,27,Tottenham Hotspur,Republik Irland,fifa_2008
14,8285,Eduardo,ST,24,Arsenal FC,Kroatien,fifa_2008
15,8286,Flip Kuipers,ST,27,Holland,Niederlande,fifa_2008
16,8283,Kasper van Koperen,ST,24,Holland,Niederlande,fifa_2008
17,8287,Micah Richards,IV,19,Manchester City,England,fifa_2008
18,8289,Anderson,ZOM,19,Manchester United,Brasilien,fifa_2008
19,8286,John Obi Mikel,ZM,20,Chelsea FC,Nigeria,fifa_2008
20,8288,RaÃºl Albiol,IV,21,Valencia C.F.,Spanien,fifa_2008
21,8284,Scott McDonald,ST,24,Celtic,Australien,fifa_2008
22,8289,Sergio AgÃ¼ero,MS,19,AtlÃ©tico Madrid,Argentinien,fifa_2008
23,8286,Rafael Sobis,LA,22,Real Betis,Brasilien,fifa_2008
24,8282,David Bentley,RM,22,Blackburn Rovers,England,fifa_2008
25,8286,Daniel Agger,IV,22,Liverpool,DÃ¤nemark,fifa_2008
26,8284,Sylvinho,LV,33,F.C. Barcelona,Brasilien,fifa_2008
27,8285,JosÃ© Ernesto Sosa,RM,22,Bayern Munich,Argentinien,fifa_2008
28,8288,Nani,LFL,20,Manchester United,Kap Verde,fifa_2008
29,8288,AndrÃ©s D'Alessandro,ZOM,26,Real Zaragoza,Argentinien,fifa_2008
30,8286,Ãmit Karan,ST,30,Galatasaray SK,TÃ¼rkei,fifa_2008
1,8286,Diego Lugano,IV,26,FenerbahÃ§e SK,Uruguay,fifa_2008
2,8290,Peter Osaze Odemwingie,ST,26,Nigeria,Nigeria,fifa_2008
3,8283,Andrea Barzagli,IV,26,Palermo,Italien,fifa_2008
4,8289,Carlos Alberto,ZOM,22,SV Werder Bremen,Brasilien,fifa_2008
5,8284,Marc Planus,IV,25,FC Girondins Bordeaux,Frankreich,fifa_2008
6,8283,Juanito,IV,31,Real Betis,Spanien,fifa_2008
7,8289,Philipp Lahm,LAV,23,Bayern Munich,Deutschland,fifa_2008
8,8285,Simon Rolfes,ZDM,25,Bayer Leverkusen,Deutschland,fifa_2008
9,8286,Jean II Makoun,ZDM,24,Lille OSC,Kamerun,fifa_2008
10,8286,Jorge Andrade,IV,29,Juventus,Portugal,fifa_2008
11,8283,Sergey Ignashevich,IV,28,Russia,Russland,fifa_2008
12,8283,Artur Boruc,TW,27,Celtic,Polen,fifa_2008
13,8284,David Suazo,ST,27,Inter Milan,Honduras,fifa_2008
14,8281,Nery Alberto Castillo,RA,23,Mexico,Mexiko,fifa_2008
15,8282,Stewart Downing,LFL,23,Middlesbrough,England,fifa_2008
16,8286,TomÃ¡s GalÃ¡sek,ZM,34,FC NÃ¼rnberg,Tschechische Repub.,fifa_2008
17,8289,Daniele De Rossi,ZDM,24,AS Roma,Italien,fifa_2008
18,8284,SÃ©bastien Squillaci,IV,27,Olympique Lyonnais,Frankreich,fifa_2008
19,8284,Jonathan Woodgate,IV,27,Middlesbrough,England,fifa_2008
20,8288,Kevin Kuranyi,ST,25,FC Schalke 04,Deutschland,fifa_2008
21,8285,Gilberto Silva,ZDM,30,Arsenal FC,Brasilien,fifa_2008
22,8289,Juan,IV,28,AS Roma,Brasilien,fifa_2008
23,8283,Fabio Bazzani,ST,30,Brescia,Italien,fifa_2008
24,8286,Tomas Ujfalusi,IV,29,Fiorentina,Tschechische Repub.,fifa_2008
25,8284,Mamadou Niang,LA,27,Marseille,Senegal,fifa_2008
26,8283,Aruna Dindane,ST,26,RC Lens,ElfenbeinkÃ¼ste,fifa_2008
27,8288,Kim KÃ¤llstrÃ¶m,ZOM,25,Olympique Lyonnais,Schweden,fifa_2008
28,8288,Tim Borowski,ZM,27,SV Werder Bremen,Deutschland,fifa_2008
29,8290,RogÃ©rio Ceni,TW,34,SÃ£o Paulo,Brasilien,fifa_2008
30,8286,Yaya Gnegneri TourÃ©,ZM,24,F.C. Barcelona,ElfenbeinkÃ¼ste,fifa_2008
1,8286,Daniel Van Buyten,IV,29,Bayern Munich,Belgien,fifa_2008
2,8283,Juan Pablo Ãngel,ST,31,New York Red Bulls,Kolumbien,fifa_2008
3,8282,John Arne Riise,LM,26,Liverpool,Norwegen,fifa_2008
4,8288,Seydou Keita,ZDM,27,Sevilla F.C.,Mali,fifa_2008
5,8285,Marchena,IV,28,Valencia C.F.,Spanien,fifa_2008
6,8283,Scott Parker,ZM,26,West Ham United,England,fifa_2008
7,8282,Gareth Barry,LM,26,Aston Villa,England,fifa_2008
8,8282,Cristian Chivu,LV,26,Inter Milan,RumÃ¤nien,fifa_2008
9,8284,Eidur Gudjohnsen,ST,28,F.C. Barcelona,Island,fifa_2008
10,8284,Simone Perrotta,ZM,29,AS Roma,Italien,fifa_2008
11,8289,Tiago,ZM,26,Juventus,Portugal,fifa_2008
12,8288,SimÃ£o,LFL,27,AtlÃ©tico Madrid,Portugal,fifa_2008
13,8284,Bonaventure Kalou,ZOM,29,RC Lens,ElfenbeinkÃ¼ste,fifa_2008
14,8287,Lilian Thuram,IV,35,F.C. Barcelona,Frankreich,fifa_2008
15,8285,Sebastien Frey,TW,27,Fiorentina,Frankreich,fifa_2008
16,8286,Christian Abbiati,TW,30,AtlÃ©tico Madrid,Italien,fifa_2008
17,8283,Massimo Donati,ZDM,26,Celtic,Italien,fifa_2008
18,8284,Couto,IV,38,Parma,Portugal,fifa_2008
19,8288,Paolo Maldini,IV,39,AC Milan,Italien,fifa_2008
20,8193,Alexandre Pato,ST,17,AC Milan,Brasilien,fifa_2008
21,8189,Pim Steinmets,LM,23,Holland,Niederlande,fifa_2008
22,8186,Giuseppe de Horenbout,LV,31,Holland,Niederlande,fifa_2008
23,8185,Henk Kleynhans,RV,26,Holland,Niederlande,fifa_2008
24,8183,Marko Pantelic,ST,29,Hertha BSC Berlin,Serbien,fifa_2008
25,8185,JoÃ£o Moutinho,ZOM,20,Sporting CP Lisbon,Portugal,fifa_2008
26,8182,Lucas MartÃ­n CastromÃ¡n,MS,26,AmÃ©rica,Argentinien,fifa_2008
27,8186,Ryan Babel,LA,20,Liverpool,Niederlande,fifa_2008
28,8184,Hilton,IV,29,RC Lens,Brasilien,fifa_2008
29,8184,Jaroslav Drobny,TW,27,Hertha BSC Berlin,Tschechische Repub.,fifa_2008
30,8183,Dimitris Papadopoulos,ST,25,Greece,Griechenland,fifa_2008
1,8182,LuisÃ£o,IV,26,Sport Lisboa Benfica,Brasilien,fifa_2008
2,8188,Vyacheslav Malafeev,TW,28,Russia,Russland,fifa_2008
3,8187,GavilÃ¡n,LM,22,Valencia C.F.,Spanien,fifa_2008
4,8185,Munitis,LFL,32,Real Racing Club,Spanien,fifa_2008
5,8182,Ikechuwku Uche,ST,23,Getafe C.F.,Nigeria,fifa_2008
6,8190,Dmitriy Sytchev,ST,23,Russia,Russland,fifa_2008
7,8185,Helton,TW,29,F.C. Porto,Brasilien,fifa_2008
8,8184,Vincenzo Sicignano,TW,33,Frosinone,Italien,fifa_2008
9,8184,DodÃ´,ST,33,Botafogo,Brasilien,fifa_2008
10,8184,Elano,ZOM,26,Manchester City,Brasilien,fifa_2008
11,8185,Gomes,TW,26,PSV Eindhoven,Brasilien,fifa_2008
12,8183,Rivas,IV,28,Real Betis,Spanien,fifa_2008
13,8185,Arnaldo Ariel Ortega,MS,33,River Plate,Argentinien,fifa_2008
14,8182,Jermaine Pennant,RFL,24,Liverpool,England,fifa_2008
15,8188,Bastian Schweinsteiger,LM,23,Bayern Munich,Deutschland,fifa_2008
16,8183,Antonio Di Natale,ST,29,Udinese,Italien,fifa_2008
17,8184,Albert Streit,RFL,27,Eintracht Frankfurt,Deutschland,fifa_2008
18,8182,Riccardo Zampagna,ST,32,Atalanta BC,Italien,fifa_2008
19,8187,Reyes,ST,23,AtlÃ©tico Madrid,Spanien,fifa_2008
20,8183,Nihat,MS,27,Villarreal C.F.,TÃ¼rkei,fifa_2008
21,8185,Maximiliano RodrÃ­guez,RA,26,AtlÃ©tico Madrid,Argentinien,fifa_2008
22,8183,Yakubu,ST,24,Middlesbrough,Nigeria,fifa_2008
23,8184,Mirko Vucinic,ST,23,AS Roma,Montenegro,fifa_2008
24,8185,ValdÃ©s,TW,25,F.C. Barcelona,Spanien,fifa_2008
25,8184,Efstathios Tavlaridis,IV,27,A.S. Saint-Etienne,Griechenland,fifa_2008
26,8185,Tim Wiese,TW,25,SV Werder Bremen,Deutschland,fifa_2008
27,8182,John Utaka,ST,25,Portsmouth,Nigeria,fifa_2008
28,8188,Tranquillo Barnetta,LFL,22,Bayer Leverkusen,Schweiz,fifa_2008
29,8187,Mathieu Bodmer,ZM,24,Olympique Lyonnais,Frankreich,fifa_2008
30,8184,Aparecido R. CÃ©sar,LFL,32,Inter Milan,Brasilien,fifa_2008
1,8184,Cristian Zaccardo,RV,25,Palermo,Italien,fifa_2008
2,8183,Ernesto Javier ChevantÃ³n,ST,27,Sevilla F.C.,Uruguay,fifa_2008
3,8183,Raphael SchÃ¤fer,TW,28,VfB Stuttgart,Deutschland,fifa_2008
4,8182,Daniel Majstorovic,IV,30,FC Basel 1893,Schweden,fifa_2008
5,8182,Aliaksandr Hleb,RM,26,Arsenal FC,WeiÃrussland,fifa_2008
6,8184,Fabio Liverani,ZM,31,Fiorentina,Italien,fifa_2008
7,8183,Mikel Arteta,ZM,25,Everton,Spanien,fifa_2008
8,8186,GaÃ«l Givet,IV,25,Marseille,Frankreich,fifa_2008
9,8187,BenoÃ®t Pedretti,ZDM,26,AJ Auxerre,Frankreich,fifa_2008
10,8185,Matthieu Delpierre,IV,26,VfB Stuttgart,Frankreich,fifa_2008
11,8181,Zdenek Grygera,IV,27,Juventus,Tschechische Repub.,fifa_2008
12,8182,Simone Barone,ZM,29,Torino,Italien,fifa_2008
13,8185,Vincenzo Iaquinta,ST,27,Juventus,Italien,fifa_2008
14,8182,David Pizarro,ZOM,27,AS Roma,Chile,fifa_2008
15,8181,Serginho,LM,36,AC Milan,Brasilien,fifa_2008
16,8186,Alexander Frei,ST,28,Borussia Dortmund,Schweiz,fifa_2008
17,8182,Quim,TW,31,Sport Lisboa Benfica,Portugal,fifa_2008
18,8186,Mladen Krstajic,IV,33,FC Schalke 04,Serbien,fifa_2008
19,8183,IvÃ¡n CÃ³rdoba,LV,31,Inter Milan,Kolumbien,fifa_2008
20,8191,Andriy Shevchenko,ST,30,Chelsea FC,Ukraine,fifa_2008
21,8181,El-Hadji Diouf,RA,26,Bolton Wanderers,Senegal,fifa_2008
22,8184,Brad Friedel,TW,36,Blackburn Rovers,USA,fifa_2008
23,8189,Timo Hildebrand,TW,28,Valencia C.F.,Deutschland,fifa_2008
24,8182,Darko Kovacevic,ST,33,Olympiakos,Serbien,fifa_2008
25,8180,Pantelis Kafes,RM,29,AEK Athen,Griechenland,fifa_2008
26,8190,Jaap Stam,IV,35,Ajax,Niederlande,fifa_2008
27,8189,Pascal Feindouno,RA,26,A.S. Saint-Etienne,Guinea,fifa_2008
28,8185,Fernando Morientes,ST,31,Valencia C.F.,Spanien,fifa_2008
29,8189,Emerson,ZDM,31,AC Milan,Brasilien,fifa_2008
30,8185,Francesco Toldo,TW,35,Inter Milan,Italien,fifa_2008
1,8187,Gennaro Gattuso,ZDM,29,AC Milan,Italien,fifa_2008
2,8185,Louis Saha,ST,29,Manchester United,Frankreich,fifa_2008
3,8188,MickaÃ«l Landreau,TW,28,Paris Saint-Germain,Frankreich,fifa_2008
4,8181,Hasan Salihamidzic,RM,30,Juventus,Bosnien-Herzegowina,fifa_2008
5,8182,Stilian Petrov,ZM,28,Aston Villa,Bulgarien,fifa_2008
6,8184,Shay Given,TW,31,Newcastle United,Republik Irland,fifa_2008
7,8181,Martin Stranzl,IV,27,Austria,Ãsterreich,fifa_2008
8,8186,Ludovic Giuly,RA,31,AS Roma,Frankreich,fifa_2008
9,8182,Francesco Cozza,ZOM,33,Reggina Calcio,Italien,fifa_2008
10,8186,Mancini,RFL,27,AS Roma,Brasilien,fifa_2008
11,8189,Filippo Inzaghi,ST,34,AC Milan,Italien,fifa_2008
12,8183,Nicola Amoruso,ST,32,Reggina Calcio,Italien,fifa_2008
13,8187,Sol Campbell,IV,32,Portsmouth,England,fifa_2008
14,8184,David James,TW,37,Portsmouth,England,fifa_2008
